relation_id,relation_name,mapping_type,train_support,test_support,head_support,tail_support,eligible_support,inverse_strength,best_inverse_partner_id,best_inverse_partner_name,best_inverse_score,best_inverse_overlap_count,hits_r,alpha_r,delta_r
141,/award/award_winning_work/awards_won./award/award_honor/honored_for,M-N,475,10,10,10,18,0.3894736842105263,97,/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for,0.3894736842105263,185,0.8999999761581421,0.0,0.0
142,/sports/sports_team/roster./basketball/basketball_roster_position/position,M-N,178,2,2,2,2,0.8146067415730337,130,/sports/sports_position/players./sports/sports_team_roster/team,0.8146067415730337,145,0.5,0.0,0.0
143,/organization/organization/headquarters./location/mailing_address/state_province_region,M-1,721,39,39,39,44,0.49791955617198336,15,/location/location/contains,0.49791955617198336,359,0.4285714328289032,0.4318181872367859,0.29545454545454547
144,/base/aareas/schema/administrative_area/capital,1-1,137,0,0,0,0,0.7664233576642335,194,/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division,0.7664233576642335,105,,,
145,/tv/tv_producer/programs_produced./tv/tv_producer_term/program,M-N,416,4,4,4,5,0.36538461538461536,12,/award/award_winning_work/awards_won./award/award_honor/award_winner,0.36538461538461536,152,0.30357142857142855,0.800000011920929,0.6
146,/education/educational_institution/campuses,1-1,533,13,13,13,26,0.797373358348968,81,/education/educational_institution_campus/educational_institution,0.797373358348968,425,1.0,0.0,0.0
147,/film/film/distributors./film/film_film_distributor_relationship/region,M-1,157,10,10,10,14,0.03821656050955414,2,/media_common/netflix_genre/titles,0.03821656050955414,6,0.5714285714285714,0.2857142984867096,0.21428571428571427
148,/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month,M-N,535,60,60,60,120,0.0,0,/location/country/form_of_government,0.0,0,0.9976190498897007,0.008333333767950535,0.008333333333333333
149,/medicine/disease/notable_people_with_this_condition,1-N,121,15,15,15,15,0.0,0,/location/country/form_of_government,0.0,0,0.4238095283508301,0.4000000059604645,0.2
150,/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location,M-N,345,38,38,38,59,0.043478260869565216,15,/location/location/contains,0.043478260869565216,15,0.6334586569241115,0.4067796468734741,0.2033898305084746
151,/people/ethnicity/geographic_distribution,M-N,122,17,17,17,27,0.0,0,/location/country/form_of_government,0.0,0,0.6512605122157505,0.37037035822868347,0.2962962962962963
152,/military/military_combatant/military_conflicts./military/military_combatant_group/combatants,M-N,747,17,17,17,30,0.04685408299866131,58,/location/location/adjoin_s./location/adjoining_relationship/adjoins,0.04685408299866131,35,0.8151260444096157,0.2666666805744171,0.13333333333333333
153,/film/film/personal_appearances./film/personal_film_appearance/person,1-N,217,11,11,11,9,0.15207373271889402,6,/film/actor/film./film/performance/film,0.15207373271889402,33,0.34415584802627563,0.2222222238779068,0.2222222222222222
154,/location/location/time_zones,M-1,1151,137,137,137,195,0.0,0,/location/country/form_of_government,0.0,0,0.6162669488361904,0.2153846174478531,0.10256410256410256
155,/film/film/story_by,M-1,394,31,31,31,32,0.17766497461928935,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,0.17766497461928935,70,0.4239631252629416,0.375,0.1875
156,/base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed,M-N,192,21,21,21,42,0.0,0,/location/country/form_of_government,0.0,0,0.9489795906203133,0.1428571492433548,0.14285714285714285
157,/olympics/olympic_games/participating_countries,M-N,490,23,23,23,34,0.4306122448979592,69,/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics,0.4306122448979592,211,0.6335403748920986,0.29411765933036804,0.20588235294117646
158,/tv/tv_network/programs./tv/tv_network_duration/program,1-N,305,26,26,26,29,0.13442622950819672,12,/award/award_winning_work/awards_won./award/award_honor/award_winner,0.13442622950819672,41,0.4065933993884495,0.4482758641242981,0.27586206896551724
159,/people/person/employment_history./business/employment_tenure/company,M-1,316,24,24,24,28,0.056962025316455694,22,/education/educational_institution/students_graduates./education/education/student,0.056962025316455694,18,0.3363095223903656,0.7142857313156128,0.42857142857142855
160,/music/artist/origin,M-1,552,34,34,34,23,0.0036231884057971015,122,/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer,0.0036231884057971015,2,0.23949580107416427,0.5652173757553101,0.2608695652173913
161,/people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony,1-N,417,53,53,53,58,0.0,0,/location/country/form_of_government,0.0,0,0.5242587498256138,0.0517241396009922,0.034482758620689655
162,/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program,M-1,271,9,9,9,10,0.4132841328413284,12,/award/award_winning_work/awards_won./award/award_honor/award_winner,0.4132841328413284,112,0.380952388048172,0.6000000238418579,0.4
163,/time/event/locations,M-N,363,34,34,34,39,0.0027548209366391185,15,/location/location/contains,0.0027548209366391185,1,0.3445378137486322,0.8717948794364929,0.46153846153846156
164,/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity,1-1,236,0,0,0,0,0.576271186440678,77,/base/popstra/celebrity/dated./base/popstra/dated/participant,0.576271186440678,136,,,
165,/government/political_party/politicians_in_this_party./government/political_party_tenure/politician,1-N,107,11,11,11,14,0.028037383177570093,226,/organization/organization_founder/organizations_founded,0.028037383177570093,3,0.5259740310055869,0.2857142984867096,0.21428571428571427
166,/education/university/domestic_tuition./measurement_unit/dated_money_value/currency,M-1,476,5,5,5,5,0.0,0,/location/country/form_of_government,0.0,0,0.5,0.0,0.0
167,/organization/non_profit_organization/registered_with./organization/non_profit_registration/registering_agency,M-1,125,22,22,22,40,0.0,0,/location/country/form_of_government,0.0,0,0.8993506687028068,0.07500000298023224,0.05
168,/user/ktrueman/default_domain/international_organization/member_states,1-N,179,24,24,24,44,0.22346368715083798,23,/organization/organization_member/member_of./organization/organization_membership/organization,0.22346368715083798,40,0.7440476076943534,0.34090909361839294,0.1590909090909091
169,/american_football/football_team/current_roster./sports/sports_team_roster/position,M-N,573,0,0,0,0,0.8202443280977313,130,/sports/sports_position/players./sports/sports_team_roster/team,0.8202443280977313,470,,,
170,/soccer/football_player/current_team./sports/sports_team_roster/team,M-N,536,9,9,9,8,0.0,0,/location/country/form_of_government,0.0,0,0.1428571455180645,0.875,0.75
171,/olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal,M-N,101,16,16,16,32,0.0,0,/location/country/form_of_government,0.0,0,1.0,0.0,0.0
172,/award/ranked_item/appears_in_ranked_lists./award/ranking/list,M-1,335,48,48,48,78,0.0,0,/location/country/form_of_government,0.0,0,0.6875,0.29487180709838867,0.14102564102564102
173,/film/film_set_designer/film_sets_designed,1-N,113,8,8,8,10,0.24778761061946902,12,/award/award_winning_work/awards_won./award/award_honor/award_winner,0.24778761061946902,28,0.375,0.699999988079071,0.5
174,/user/jg/default_domain/olympic_games/sports,M-N,581,11,11,11,22,0.37521514629948366,104,/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics,0.37521514629948366,218,0.9805194735527039,0.04545454680919647,0.045454545454545456
175,/people/person/sibling_s./people/sibling_relationship/sibling,1-1,131,7,7,7,6,0.16030534351145037,8,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,0.16030534351145037,21,0.24489796374525344,0.6666666865348816,0.3333333333333333
176,/base/marchmadness/ncaa_basketball_tournament/seeds./base/marchmadness/ncaa_tournament_seed/team,M-N,352,41,41,41,81,0.0,0,/location/country/form_of_government,0.0,0,0.9337979129382542,0.1358024626970291,0.09876543209876543
177,/music/artist/contribution./music/recording_contribution/performance_role,M-N,218,14,14,14,15,0.25229357798165136,42,/music/instrument/instrumentalists,0.25229357798165136,55,0.3724489765507834,0.46666666865348816,0.26666666666666666
178,/sports/sports_position/players./sports/sports_team_roster/position,M-N,125,0,0,0,0,0.688,180,/sports/sports_position/players./american_football/football_historical_roster_position/position_s,0.688,86,,,
179,/government/politician/government_positions_held./government/government_position_held/basic_title,M-N,114,16,16,16,25,0.0,0,/location/country/form_of_government,0.0,0,0.6517857142857143,0.3199999928474426,0.2
180,/sports/sports_position/players./american_football/football_historical_roster_position/position_s,M-N,102,0,0,0,0,0.8431372549019608,178,/sports/sports_position/players./sports/sports_team_roster/position,0.8431372549019608,86,,,
181,/people/profession/specialization_of,M-1,102,13,13,13,10,0.0,0,/location/country/form_of_government,0.0,0,0.3186813294887543,0.5,0.3
182,/award/award_category/category_of,M-1,148,20,20,20,40,0.0,0,/location/country/form_of_government,0.0,0,0.9785714490073067,0.05000000074505806,0.05
183,/film/film/cinematography,M-1,336,17,17,17,22,0.40476190476190477,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,0.40476190476190477,136,0.47058823704719543,0.5,0.36363636363636365
184,/film/film/film_production_design_by,M-1,158,10,10,10,12,0.3987341772151899,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,0.3987341772151899,63,0.5214285765375409,0.3333333432674408,0.16666666666666666
185,/tv/tv_program/country_of_origin,M-1,268,32,32,32,53,0.026119402985074626,2,/media_common/netflix_genre/titles,0.026119402985074626,7,0.7142857142857143,0.2641509473323822,0.1509433962264151
186,/film/film/edited_by,M-1,179,13,13,13,15,0.3016759776536313,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,0.3016759776536313,54,0.47252747416496277,0.2666666805744171,0.26666666666666666
187,/tv/tv_personality/tv_regular_appearances./tv/tv_regular_personal_appearance/program,M-1,103,11,11,11,11,0.2621359223300971,1,/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor,0.2621359223300971,27,0.4350649416446686,0.1818181872367859,0.18181818181818182
188,/education/field_of_study/students_majoring./education/education/major_field_of_study,M-N,343,11,11,11,16,0.0,0,/location/country/form_of_government,0.0,0,0.5259740224906376,0.6875,0.4375
189,/education/educational_degree/people_with_this_degree./education/education/student,1-N,260,27,27,27,32,0.0,0,/location/country/form_of_government,0.0,0,0.5423280426434108,0.15625,0.0625
190,/location/us_county/county_seat,1-1,181,2,2,2,4,0.6850828729281768,111,/location/hud_county_place/county,0.6850828729281768,124,1.0,0.0,0.0
191,/film/film/film_festivals,M-1,264,18,18,18,23,0.007575757575757576,210,/time/event/instance_of_recurring_event,0.007575757575757576,2,0.4880952366760799,0.3478260934352875,0.17391304347826086
192,/people/person/spouse_s./people/marriage/spouse,1-1,427,4,4,4,0,0.2529274004683841,77,/base/popstra/celebrity/dated./base/popstra/dated/participant,0.2529274004683841,108,0.0,,
193,/film/film/runtime./film/film_cut/film_release_region,M-1,187,9,9,9,8,0.03208556149732621,2,/media_common/netflix_genre/titles,0.03208556149732621,6,0.380952388048172,0.375,0.375
194,/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division,1-1,296,0,0,0,0,0.7263513513513513,15,/location/location/contains,0.7263513513513513,215,,,
195,/base/aareas/schema/administrative_area/administrative_area_type,M-1,156,20,20,20,40,0.0,0,/location/country/form_of_government,0.0,0,0.9892857245036534,0.02500000037252903,0.025
196,/influence/influence_node/peers./influence/peer_relationship/peers,1-1,166,2,2,2,0,0.1566265060240964,21,/influence/influence_node/influenced_by,0.1566265060240964,26,0.0,,
197,/government/governmental_body/members./government/government_position_held/legislative_sessions,M-N,101,12,12,12,24,0.0,0,/location/country/form_of_government,0.0,0,1.0,0.0,0.0
198,/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language,M-N,208,21,21,21,40,0.0,0,/location/country/form_of_government,0.0,0,0.8129251599311829,0.32499998807907104,0.175
199,/organization/organization/place_founded,M-1,104,16,16,16,17,0.028846153846153848,15,/location/location/contains,0.028846153846153848,3,0.3705357142857143,0.7058823704719543,0.4117647058823529
200,/base/eating/practicer_of_diet/diet,M-1,137,11,11,11,12,0.0,0,/location/country/form_of_government,0.0,0,0.5129870176315308,0.0833333358168602,0.08333333333333333
201,/tv/tv_program/program_creator,1-1,144,2,2,2,0,0.6944444444444444,145,/tv/tv_producer/programs_produced./tv/tv_producer_term/program,0.6944444444444444,100,0.0,,
202,/people/deceased_person/place_of_burial,M-1,142,9,9,9,9,0.0,0,/location/country/form_of_government,0.0,0,0.4841269850730896,0.1111111119389534,0.1111111111111111
203,/film/film/release_date_s./film/film_regional_release_date/film_regional_debut_venue,M-1,246,20,20,20,23,0.0,0,/location/country/form_of_government,0.0,0,0.42857142431395395,0.43478259444236755,0.30434782608695654
204,/ice_hockey/hockey_team/current_roster./sports/sports_team_roster/position,M-N,121,4,4,4,6,0.743801652892562,130,/sports/sports_position/players./sports/sports_team_roster/team,0.743801652892562,90,0.6071428571428571,0.3333333432674408,0.16666666666666666
205,/location/administrative_division/first_level_division_of,M-1,141,0,0,0,0,0.8794326241134752,15,/location/location/contains,0.8794326241134752,124,,,
206,/location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency,M-1,160,0,0,0,0,0.0,0,/location/country/form_of_government,0.0,0,,,
207,/organization/organization/child./organization/organization_relationship/child,1-N,191,20,20,20,18,0.041884816753926704,8,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,0.041884816753926704,8,0.2857142857142857,0.5555555820465088,0.3333333333333333
208,/business/business_operation/assets./measurement_unit/dated_money_value/currency,M-1,181,0,0,0,0,0.0,0,/location/country/form_of_government,0.0,0,,,
209,/film/person_or_entity_appearing_in_film/films./film/personal_film_appearance/type_of_appearance,M-1,37,3,3,3,4,0.0,0,/location/country/form_of_government,0.0,0,0.6428571598870414,0.25,0.25
210,/time/event/instance_of_recurring_event,M-1,109,11,11,11,22,0.01834862385321101,191,/film/film/film_festivals,0.01834862385321101,2,0.8571428571428571,0.1818181872367859,0.18181818181818182
211,/tv/non_character_role/tv_regular_personal_appearances./tv/tv_regular_personal_appearance/person,1-N,90,7,7,7,8,0.022222222222222223,17,/people/person/profession,0.022222222222222223,2,0.5000000042574746,0.25,0.25
212,/film/actor/film./film/performance/special_performance_type,M-1,180,16,16,16,19,0.0,0,/location/country/form_of_government,0.0,0,0.5491071428571429,0.10526315867900848,0.10526315789473684
213,/business/business_operation/operating_income./measurement_unit/dated_money_value/currency,M-1,198,0,0,0,0,0.0,0,/location/country/form_of_government,0.0,0,,,
214,/people/ethnicity/languages_spoken,M-N,192,29,29,29,49,0.0,0,/location/country/form_of_government,0.0,0,0.6108374340193612,0.5510203838348389,0.24489795918367346
215,/base/americancomedy/celebrity_impressionist/celebrities_impersonated,1-N,121,8,8,8,8,0.0,0,/location/country/form_of_government,0.0,0,0.4375,0.375,0.25
216,/medicine/symptom/symptom_of,M-N,154,31,31,31,54,0.0,0,/location/country/form_of_government,0.0,0,0.7396313292639596,0.35185185074806213,0.2222222222222222
217,/education/university/fraternities_and_sororities,M-1,131,21,21,21,31,0.0,0,/location/country/form_of_government,0.0,0,0.6224489893232074,0.25806450843811035,0.16129032258064516
218,/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to,M-N,172,13,13,13,6,0.11046511627906977,58,/location/location/adjoin_s./location/adjoining_relationship/adjoins,0.11046511627906977,19,0.09340659635407585,0.8333333134651184,0.6666666666666666
219,/location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency,M-1,220,4,4,4,4,0.0,0,/location/country/form_of_government,0.0,0,0.5,0.0,0.0
220,/travel/travel_destination/how_to_get_here./travel/transportation/mode_of_transportation,M-N,146,20,20,20,40,0.0,0,/location/country/form_of_government,0.0,0,0.9785714319774083,0.125,0.125
221,/location/country/official_language,M-1,225,16,16,16,20,0.5822222222222222,70,/language/human_language/countries_spoken_in,0.5822222222222222,131,0.4732142857142857,0.44999998807907104,0.2
222,/location/location/partially_contains,M-1,133,13,13,13,20,0.015037593984962405,58,/location/location/adjoin_s./location/adjoining_relationship/adjoins,0.015037593984962405,2,0.6153846212795803,0.550000011920929,0.3
223,/film/film/film_art_direction_by,M-1,101,3,3,3,6,0.5346534653465347,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,0.5346534653465347,54,0.8809523752757481,0.3333333432674408,0.16666666666666666
224,/people/person/spouse_s./people/marriage/location_of_ceremony,M-1,251,35,35,35,21,0.01593625498007968,122,/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer,0.01593625498007968,4,0.17551020852157048,0.6666666865348816,0.38095238095238093
225,/education/university/international_tuition./measurement_unit/dated_money_value/currency,M-1,117,0,0,0,0,0.0,0,/location/country/form_of_government,0.0,0,,,
226,/organization/organization_founder/organizations_founded,1-1,137,9,9,9,8,0.06569343065693431,76,/music/record_label/artist,0.06569343065693431,9,0.26984127717358725,0.625,0.5
227,/film/film/dubbing_performances./film/dubbing_performance/actor,M-N,114,8,8,8,14,0.008771929824561403,6,/film/actor/film./film/performance/film,0.008771929824561403,1,0.625,0.5,0.2857142857142857
228,/dataworld/gardening_hint/split_to,1-1,99,10,10,10,14,0.10101010101010101,146,/education/educational_institution/campuses,0.10101010101010101,10,0.699999988079071,0.0,0.0
229,/medicine/disease/risk_factors,M-N,162,13,13,13,15,0.0,0,/location/country/form_of_government,0.0,0,0.5219780291829791,0.2666666805744171,0.13333333333333333
230,/film/film/prequel,1-1,180,18,18,18,33,0.15,97,/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for,0.15,27,0.8214285629136222,0.27272728085517883,0.21212121212121213
231,/base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months,M-N,108,3,3,3,6,0.0,0,/location/country/form_of_government,0.0,0,1.0,0.0,0.0
232,/film/actor/dubbing_performances./film/dubbing_performance/language,M-1,112,12,12,12,14,0.008928571428571428,140,/education/field_of_study/students_majoring./education/education/student,0.008928571428571428,1,0.5357142857142857,0.1428571492433548,0.14285714285714285
233,/broadcast/content/artist,1-N,102,14,14,14,18,0.0,0,/location/country/form_of_government,0.0,0,0.6122449040412903,0.0555555559694767,0.05555555555555555
234,/location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency,M-1,149,0,0,0,0,0.0,0,/location/country/form_of_government,0.0,0,,,
235,/music/instrument/family,M-1,100,6,6,6,5,0.43,75,/music/performance_role/track_performances./music/track_contribution/role,0.43,43,0.29761904903820585,0.4000000059604645,0.4
236,/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office,M-1,106,9,9,9,12,0.0,0,/location/country/form_of_government,0.0,0,0.3888888955116272,0.5833333134651184,0.3333333333333333
