relation_id,relation_name,train_support,directional_inverse_strength,directional_best_inverse_partner_id,directional_best_inverse_partner_name,directional_best_inverse_overlap_count,directional_best_reverse_directional_score,directional_best_overlap_jaccard,mutual_inverse_strength,mutual_best_inverse_partner_id,mutual_best_inverse_partner_name,mutual_best_inverse_overlap_count,mutual_best_directional_score,mutual_best_reverse_directional_score,mutual_best_overlap_jaccard,second_best_mutual_inverse_strength,second_best_mutual_partner_id,second_best_mutual_partner_name,inverse_clarity
100,/people/person/languages,783,0.0038314176245210726,140,/education/field_of_study/students_majoring./education/education/student,3,0.011583011583011582,0.0028873917228103944,0.005758157389635317,140,/education/field_of_study/students_majoring./education/education/student,3,0.0038314176245210726,0.011583011583011582,0.0028873917228103944,0.0,,,0.005758157389635317
101,/education/educational_institution/students_graduates./education/education/major_field_of_study,2622,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
102,/film/director/film,859,0.3469150174621653,109,/film/film/written_by,298,0.3786531130876747,0.22106824925816024,0.36208991494532194,109,/film/film/written_by,298,0.3469150174621653,0.3786531130876747,0.22106824925816024,0.2658582089552239,84,/film/film/produced_by,0.09623170599009806
103,/award/award_ceremony/awards_presented./award/award_honor/honored_for,909,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
104,/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics,381,0.6876640419947506,65,/olympics/olympic_games/sports,262,0.39457831325301207,0.334610472541507,0.5014354066985646,65,/olympics/olympic_games/sports,262,0.6876640419947506,0.39457831325301207,0.334610472541507,0.45322245322245325,174,/user/jg/default_domain/olympic_games/sports,0.04821295347611132
105,/film/film/costume_design_by,192,0.3541666666666667,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,68,0.010833200573522384,0.01062334010310889,0.021023342093059203,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,68,0.3541666666666667,0.010833200573522384,0.01062334010310889,0.006557377049180329,173,/film/film_set_designer/film_sets_designed,0.014465965043878874
106,/film/film/featured_film_locations,977,0.0030706243602865915,59,/film/film_subject/films,3,0.004975124378109453,0.0019023462270133164,0.0037974683544303796,59,/film/film_subject/films,3,0.0030706243602865915,0.004975124378109453,0.0019023462270133164,0.0012070006035003018,32,/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film,0.0025904677509300776
107,/tv/tv_program/genre,1006,0.02982107355864811,2,/media_common/netflix_genre/titles,30,0.011231748408835642,0.008225939128050452,0.016317650258362796,2,/media_common/netflix_genre/titles,30,0.02982107355864811,0.011231748408835642,0.008225939128050452,0.0,,,0.016317650258362796
108,/organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency,456,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
109,/film/film/written_by,787,0.49301143583227447,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,388,0.0618129679783336,0.05811863391252247,0.36208991494532194,102,/film/director/film,298,0.3786531130876747,0.3469150174621653,0.22106824925816024,0.10985277463193657,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,0.2522371403133854
110,/tv/tv_producer/programs_produced./tv/tv_producer_term/producer_type,225,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
111,/location/hud_county_place/county,305,0.7081967213114754,15,/location/location/contains,216,0.04153047490867141,0.040831758034026465,0.5102880658436214,190,/location/us_county/county_seat,124,0.4065573770491803,0.6850828729281768,0.3425414364640884,0.07845986196876134,15,/location/location/contains,0.4318282038748601
112,/education/educational_degree/people_with_this_degree./education/education/major_field_of_study,494,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
113,/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/contact_category,142,0.007042253521126761,44,/business/job_title/people_with_this_title./business/employment_tenure/company,1,0.0013623978201634877,0.001142857142857143,0.00228310502283105,44,/business/job_title/people_with_this_title./business/employment_tenure/company,1,0.007042253521126761,0.0013623978201634877,0.001142857142857143,0.0,,,0.00228310502283105
114,/base/saturdaynightlive/snl_cast_member/seasons./base/saturdaynightlive/snl_season_tenure/cast_members,100,0.02,8,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,2,0.0001250859966226781,0.0001243239883135451,0.0024829298572315336,45,/base/popstra/celebrity/friendship./base/popstra/friendship/participant,2,0.02,0.0013236267372600927,0.001243008079552517,0.00024861706756168815,8,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,0.0022343127896698456
115,/film/film/film_format,345,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
116,/film/film/music,1039,0.30221366698748797,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,314,0.05002389676597101,0.04484433019137389,0.08583925642427556,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,314,0.30221366698748797,0.05002389676597101,0.04484433019137389,0.013698630136986302,102,/film/director/film,0.07214062628728926
117,/sports/sports_team/roster./american_football/football_roster_position/position,607,0.8023064250411862,130,/sports/sports_position/players./sports/sports_team_roster/team,487,0.13914285714285715,0.1345303867403315,0.23715607499391286,130,/sports/sports_position/players./sports/sports_team_roster/team,487,0.8023064250411862,0.13914285714285715,0.1345303867403315,0.0029828486204325133,44,/business/job_title/people_with_this_title./business/employment_tenure/company,0.23417322637348034
118,/user/tsegaran/random/taxonomy_subject/entry./user/tsegaran/random/taxonomy_entry/taxonomy,411,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
119,/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend,250,0.348,45,/base/popstra/celebrity/friendship./base/popstra/friendship/participant,87,0.05757776307081403,0.05197132616487455,0.09880749574105623,45,/base/popstra/celebrity/friendship./base/popstra/friendship/participant,87,0.348,0.05757776307081403,0.05197132616487455,0.03292181069958848,164,/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity,0.06588568504146775
120,/location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source,788,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
121,/base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club,246,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
122,/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer,349,0.022922636103151862,66,/people/person/places_lived./people/place_lived/location,8,0.002140181915462814,0.001961265015935278,0.013333333333333334,224,/people/person/spouse_s./people/marriage/location_of_ceremony,4,0.011461318051575931,0.01593625498007968,0.006711409395973154,0.004439511653718091,160,/music/artist/origin,0.008893821679615242
123,/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant,449,0.24721603563474387,77,/base/popstra/celebrity/dated./base/popstra/dated/participant,111,0.07905982905982906,0.06371986222732491,0.11980572045331894,77,/base/popstra/celebrity/dated./base/popstra/dated/participant,111,0.24721603563474387,0.07905982905982906,0.06371986222732491,0.079734219269103,53,/base/popstra/celebrity/breakup./base/popstra/breakup/participant,0.040071501184215944
124,/education/educational_institution/school_type,728,0.0013736263736263737,89,/education/educational_degree/people_with_this_degree./education/education/institution,1,0.00044306601683650863,0.0003351206434316354,0.0006700167504187604,89,/education/educational_degree/people_with_this_degree./education/education/institution,1,0.0013736263736263737,0.00044306601683650863,0.0003351206434316354,0.0,,,0.0006700167504187604
125,/sports/sport/pro_athletes./sports/pro_sports_played/athlete,128,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
126,/award/hall_of_fame/inductees./award/hall_of_fame_induction/inductee,154,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
127,/base/biblioness/bibs_location/state,300,0.8166666666666667,15,/location/location/contains,245,0.047106325706594884,0.04661339421613394,0.18764302059496565,144,/base/aareas/schema/administrative_area/capital,41,0.13666666666666666,0.29927007299270075,0.10353535353535354,0.08907471368842029,15,/location/location/contains,0.09856830690654536
128,/education/university/local_tuition./measurement_unit/dated_money_value/currency,360,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
129,/business/business_operation/revenue./measurement_unit/dated_money_value/currency,215,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
130,/sports/sports_position/players./sports/sports_team_roster/team,3500,0.5268571428571428,5,/soccer/football_team/current_roster./soccer/football_roster_position/position,1844,0.8141280353200883,0.47028819178780923,0.6397224631396357,5,/soccer/football_team/current_roster./soccer/football_roster_position/position,1844,0.5268571428571428,0.8141280353200883,0.47028819178780923,0.6345019090593543,4,/soccer/football_team/current_roster./sports/sports_team_roster/position,0.0052205540802813255
131,/military/military_conflict/combatants./military/military_combatant_group/combatants,424,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
132,/sports/sports_league/teams./sports/sports_league_participation/team,161,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
133,/base/biblioness/bibs_location/country,610,0.7557377049180328,15,/location/location/contains,461,0.0886368006152663,0.08616822429906543,0.15866460161762175,15,/location/location/contains,461,0.7557377049180328,0.0886368006152663,0.08616822429906543,0.15159574468085107,54,/location/country/capital,0.007068856936770673
134,/music/group_member/membership./music/group_membership/role,750,0.3933333333333333,42,/music/instrument/instrumentalists,295,0.152218782249742,0.12327622231508567,0.2194940476190476,42,/music/instrument/instrumentalists,295,0.3933333333333333,0.152218782249742,0.12327622231508567,0.0019258545979778526,92,/music/performance_role/regular_performances./music/group_membership/group,0.21756819302106972
135,/location/administrative_division/country,386,0.8290155440414507,15,/location/location/contains,320,0.061526629494328015,0.06075564837668502,0.12720848056537104,87,/location/country/second_level_divisions,54,0.13989637305699482,0.11663066954643629,0.06792452830188679,0.11455163773044567,15,/location/location/contains,0.012656842834925366
136,/film/film/executive_produced_by,662,0.1268882175226586,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,84,0.013382188943762944,0.01225382932166302,0.04076265614727153,102,/film/director/film,31,0.04682779456193353,0.03608847497089639,0.02080536912751678,0.02421098140942499,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,0.01655167473784654
137,/food/food/nutrients./food/nutrition_fact/nutrient,966,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
138,/music/group_member/membership./music/group_membership/group,218,0.01834862385321101,8,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,4,0.0002501719932453562,0.000246867863975807,0.012618296529968456,228,/dataworld/gardening_hint/split_to,2,0.009174311926605505,0.020202020202020204,0.006349206349206349,0.0004936138705497624,8,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,0.012124682659418693
139,/location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency,190,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
140,/education/field_of_study/students_majoring./education/education/student,259,0.011583011583011582,100,/people/person/languages,3,0.0038314176245210726,0.0028873917228103944,0.005758157389635317,100,/people/person/languages,3,0.011583011583011582,0.0038314176245210726,0.0028873917228103944,0.005390835579514825,232,/film/actor/dubbing_performances./film/dubbing_performance/language,0.00036732181012049184
141,/award/award_winning_work/awards_won./award/award_honor/honored_for,475,0.3894736842105263,97,/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for,185,0.2580195258019526,0.18371400198609733,0.3104026845637584,97,/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for,185,0.3894736842105263,0.2580195258019526,0.18371400198609733,0.030534351145038167,230,/film/film/prequel,0.27986833341872025
142,/sports/sports_team/roster./basketball/basketball_roster_position/position,178,0.8146067415730337,130,/sports/sports_position/players./sports/sports_team_roster/team,145,0.041428571428571426,0.041041607698839515,0.07884719956498096,130,/sports/sports_position/players./sports/sports_team_roster/team,145,0.8146067415730337,0.041428571428571426,0.041041607698839515,0.0,,,0.07884719956498096
143,/organization/organization/headquarters./location/mailing_address/state_province_region,721,0.49791955617198336,15,/location/location/contains,359,0.06902518746394924,0.06453352507639763,0.12124282337048295,15,/location/location/contains,359,0.49791955617198336,0.06902518746394924,0.06453352507639763,0.0019011406844106464,94,/sports/sports_team_location/teams,0.1193416826860723
144,/base/aareas/schema/administrative_area/capital,137,0.7664233576642335,194,/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division,105,0.3547297297297297,0.3201219512195122,0.48498845265588914,194,/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division,105,0.7664233576642335,0.3547297297297297,0.3201219512195122,0.18764302059496565,127,/base/biblioness/bibs_location/state,0.29734543206092345
145,/tv/tv_producer/programs_produced./tv/tv_producer_term/program,416,0.36538461538461536,12,/award/award_winning_work/awards_won./award/award_honor/award_winner,152,0.05080213903743316,0.04668304668304668,0.3571428571428571,201,/tv/tv_program/program_creator,100,0.2403846153846154,0.6944444444444444,0.21739130434782608,0.0892018779342723,12,/award/award_winning_work/awards_won./award/award_honor/award_winner,0.2679409792085848
146,/education/educational_institution/campuses,533,0.797373358348968,81,/education/educational_institution_campus/educational_institution,425,0.8079847908745247,0.6703470031545742,0.8026440037771482,81,/education/educational_institution_campus/educational_institution,425,0.797373358348968,0.8079847908745247,0.6703470031545742,0.03164556962025317,228,/dataworld/gardening_hint/split_to,0.770998434156895
147,/film/film/distributors./film/film_film_distributor_relationship/region,157,0.03821656050955414,2,/media_common/netflix_genre/titles,6,0.0022463496817671283,0.002126151665485471,0.004243281471004242,2,/media_common/netflix_genre/titles,6,0.03821656050955414,0.0022463496817671283,0.002126151665485471,0.0,,,0.004243281471004242
148,/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month,535,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
149,/medicine/disease/notable_people_with_this_condition,121,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
150,/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location,345,0.043478260869565216,15,/location/location/contains,15,0.0028840607575466256,0.002711986982462484,0.005409304002884962,15,/location/location/contains,15,0.043478260869565216,0.0028840607575466256,0.002711986982462484,0.0017513134851138354,23,/organization/organization_member/member_of./organization/organization_membership/organization,0.003657990517771127
151,/people/ethnicity/geographic_distribution,122,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
152,/military/military_combatant/military_conflicts./military/military_combatant_group/combatants,747,0.04685408299866131,58,/location/location/adjoin_s./location/adjoining_relationship/adjoins,35,0.017064846416382253,0.012667390517553384,0.041349292709466814,218,/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to,19,0.025435073627844713,0.11046511627906977,0.021111111111111112,0.02501786990707648,58,/location/location/adjoin_s./location/adjoining_relationship/adjoins,0.016331422802390333
153,/film/film/personal_appearances./film/personal_film_appearance/person,217,0.15207373271889402,6,/film/actor/film./film/performance/film,33,0.0034758795028439014,0.0034097954122752636,0.00929368029739777,102,/film/director/film,5,0.02304147465437788,0.005820721769499418,0.004668534080298786,0.006796416434970652,6,/film/actor/film./film/performance/film,0.002497263862427118
154,/location/location/time_zones,1151,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
155,/film/film/story_by,394,0.17766497461928935,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,70,0.011151824119802454,0.010604453870625663,0.06863527533918595,102,/film/director/film,43,0.10913705583756345,0.050058207217694994,0.03553719008264463,0.02098635886673662,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,0.04764891647244933
156,/base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed,192,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
157,/olympics/olympic_games/participating_countries,490,0.4306122448979592,69,/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics,211,0.18300086730268864,0.1473463687150838,0.2944,72,/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics,184,0.37551020408163266,0.24210526315789474,0.1726078799249531,0.2568472306755934,69,/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics,0.0375527693244066
158,/tv/tv_network/programs./tv/tv_network_duration/program,305,0.13442622950819672,12,/award/award_winning_work/awards_won./award/award_honor/award_winner,41,0.013703208556149732,0.012592137592137592,0.0248710949347892,12,/award/award_winning_work/awards_won./award/award_honor/award_winner,41,0.13442622950819672,0.013703208556149732,0.012592137592137592,0.008908685968819599,201,/tv/tv_program/program_creator,0.0159624089659696
159,/people/person/employment_history./business/employment_tenure/company,316,0.056962025316455694,22,/education/educational_institution/students_graduates./education/education/student,18,0.006818181818181818,0.006126616746085773,0.012178619756427604,22,/education/educational_institution/students_graduates./education/education/student,18,0.056962025316455694,0.006818181818181818,0.006126616746085773,0.011014948859166013,76,/music/record_label/artist,0.0011636708972615917
160,/music/artist/origin,552,0.0036231884057971015,122,/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer,2,0.0057306590257879654,0.002224694104560623,0.004439511653718091,122,/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer,2,0.0036231884057971015,0.0057306590257879654,0.002224694104560623,0.0,,,0.004439511653718091
161,/people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony,417,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
162,/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program,271,0.4132841328413284,12,/award/award_winning_work/awards_won./award/award_honor/award_winner,112,0.0374331550802139,0.035544271659790544,0.2409638554216867,201,/tv/tv_program/program_creator,50,0.18450184501845018,0.3472222222222222,0.136986301369863,0.06864848299111247,12,/award/award_winning_work/awards_won./award/award_honor/award_winner,0.1723153724305742
163,/time/event/locations,363,0.0027548209366391185,15,/location/location/contains,1,0.00019227071716977504,0.00017975912277548085,0.0013192612137203166,69,/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics,1,0.0027548209366391185,0.0008673026886383347,0.0006600660066006601,0.0003594536304816678,15,/location/location/contains,0.0009598075832386488
164,/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity,236,0.576271186440678,77,/base/popstra/celebrity/dated./base/popstra/dated/participant,136,0.09686609686609686,0.09042553191489362,0.16585365853658537,77,/base/popstra/celebrity/dated./base/popstra/dated/participant,136,0.576271186440678,0.09686609686609686,0.09042553191489362,0.14395886889460155,53,/base/popstra/celebrity/breakup./base/popstra/breakup/participant,0.021894789641983825
165,/government/political_party/politicians_in_this_party./government/political_party_tenure/politician,107,0.028037383177570093,226,/organization/organization_founder/organizations_founded,3,0.021897810218978103,0.012448132780082987,0.02459016393442623,226,/organization/organization_founder/organizations_founded,3,0.028037383177570093,0.021897810218978103,0.012448132780082987,0.0022123893805309734,23,/organization/organization_member/member_of./organization/organization_membership/organization,0.022377774553895256
166,/education/university/domestic_tuition./measurement_unit/dated_money_value/currency,476,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
167,/organization/non_profit_organization/registered_with./organization/non_profit_registration/registering_agency,125,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
168,/user/ktrueman/default_domain/international_organization/member_states,179,0.22346368715083798,23,/organization/organization_member/member_of./organization/organization_membership/organization,40,0.050188205771643665,0.042735042735042736,0.0819672131147541,23,/organization/organization_member/member_of./organization/organization_membership/organization,40,0.22346368715083798,0.050188205771643665,0.042735042735042736,0.0,,,0.0819672131147541
169,/american_football/football_team/current_roster./sports/sports_team_roster/position,573,0.8202443280977313,130,/sports/sports_position/players./sports/sports_team_roster/team,470,0.13428571428571429,0.13044684984734944,0.23078811686717407,130,/sports/sports_position/players./sports/sports_team_roster/team,470,0.8202443280977313,0.13428571428571429,0.13044684984734944,0.00612088752869166,44,/business/job_title/people_with_this_title./business/employment_tenure/company,0.2246672293384824
170,/soccer/football_player/current_team./sports/sports_team_roster/team,536,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
171,/olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal,101,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
172,/award/ranked_item/appears_in_ranked_lists./award/ranking/list,335,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
173,/film/film_set_designer/film_sets_designed,113,0.24778761061946902,12,/award/award_winning_work/awards_won./award/award_honor/award_winner,28,0.009358288770053475,0.009099772505687357,0.018035426731078903,12,/award/award_winning_work/awards_won./award/award_honor/award_winner,28,0.24778761061946902,0.009358288770053475,0.009099772505687357,0.014760147601476014,184,/film/film/film_production_design_by,0.003275279129602888
174,/user/jg/default_domain/olympic_games/sports,581,0.37521514629948366,104,/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics,218,0.5721784776902887,0.29301075268817206,0.45322245322245325,104,/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics,218,0.37521514629948366,0.5721784776902887,0.29301075268817206,0.0,,,0.45322245322245325
175,/people/person/sibling_s./people/sibling_relationship/sibling,131,0.16030534351145037,8,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,21,0.00131340296453812,0.0013044288465122057,0.013468013468013467,196,/influence/influence_node/peers./influence/peer_relationship/peers,2,0.015267175572519083,0.012048192771084338,0.006779661016949152,0.006090133982947625,45,/base/popstra/celebrity/friendship./base/popstra/friendship/participant,0.007377879485065842
176,/base/marchmadness/ncaa_basketball_tournament/seeds./base/marchmadness/ncaa_tournament_seed/team,352,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
177,/music/artist/contribution./music/recording_contribution/performance_role,218,0.25229357798165136,42,/music/instrument/instrumentalists,55,0.028379772961816305,0.02617801047120419,0.05102040816326531,42,/music/instrument/instrumentalists,55,0.25229357798165136,0.028379772961816305,0.02617801047120419,0.0,,,0.05102040816326531
178,/sports/sports_position/players./sports/sports_team_roster/position,125,0.688,180,/sports/sports_position/players./american_football/football_historical_roster_position/position_s,86,0.8431372549019608,0.6099290780141844,0.7577092511013216,180,/sports/sports_position/players./american_football/football_historical_roster_position/position_s,86,0.688,0.8431372549019608,0.6099290780141844,0.0,,,0.7577092511013216
179,/government/politician/government_positions_held./government/government_position_held/basic_title,114,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
180,/sports/sports_position/players./american_football/football_historical_roster_position/position_s,102,0.8431372549019608,178,/sports/sports_position/players./sports/sports_team_roster/position,86,0.688,0.6099290780141844,0.7577092511013216,178,/sports/sports_position/players./sports/sports_team_roster/position,86,0.8431372549019608,0.688,0.6099290780141844,0.0,,,0.7577092511013216
181,/people/profession/specialization_of,102,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
182,/award/award_category/category_of,148,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
183,/film/film/cinematography,336,0.40476190476190477,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,136,0.021666401147044767,0.02099737532808399,0.04113110539845758,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,136,0.40476190476190477,0.021666401147044767,0.02099737532808399,0.0200836820083682,102,/film/director/film,0.02104742339008938
184,/film/film/film_production_design_by,158,0.3987341772151899,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,63,0.010036641707822208,0.009887005649717515,0.019580419580419582,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,63,0.3987341772151899,0.010036641707822208,0.009887005649717515,0.014760147601476014,173,/film/film_set_designer/film_sets_designed,0.004820271978943568
185,/tv/tv_program/country_of_origin,268,0.026119402985074626,2,/media_common/netflix_genre/titles,7,0.002620741295394983,0.0023874488403819918,0.004763525008506294,2,/media_common/netflix_genre/titles,7,0.026119402985074626,0.002620741295394983,0.0023874488403819918,0.0,,,0.004763525008506294
186,/film/film/edited_by,179,0.3016759776536313,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,54,0.008602835749561893,0.008434864104967198,0.05973025048169557,102,/film/director/film,31,0.17318435754189945,0.03608847497089639,0.030784508440913606,0.016728624535315987,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,0.04300162594637959
187,/tv/tv_personality/tv_regular_appearances./tv/tv_regular_personal_appearance/program,103,0.2621359223300971,1,/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor,27,0.02122641509433962,0.020029673590504452,0.04048582995951418,201,/tv/tv_program/program_creator,5,0.04854368932038835,0.034722222222222224,0.02066115702479339,0.039272727272727265,1,/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor,0.0012131026867869127
188,/education/field_of_study/students_majoring./education/education/major_field_of_study,343,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
189,/education/educational_degree/people_with_this_degree./education/education/student,260,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
190,/location/us_county/county_seat,181,0.6850828729281768,111,/location/hud_county_place/county,124,0.4065573770491803,0.3425414364640884,0.5115303983228513,194,/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division,122,0.6740331491712708,0.41216216216216217,0.3436619718309859,0.5102880658436214,111,/location/hud_county_place/county,0.0012423324792298907
191,/film/film/film_festivals,264,0.007575757575757576,210,/time/event/instance_of_recurring_event,2,0.01834862385321101,0.005390835579514825,0.010723860589812333,210,/time/event/instance_of_recurring_event,2,0.007575757575757576,0.01834862385321101,0.005390835579514825,0.0,,,0.010723860589812333
192,/people/person/spouse_s./people/marriage/spouse,427,0.2529274004683841,77,/base/popstra/celebrity/dated./base/popstra/dated/participant,108,0.07692307692307693,0.06268136970400465,0.11796832332058983,77,/base/popstra/celebrity/dated./base/popstra/dated/participant,108,0.2529274004683841,0.07692307692307693,0.06268136970400465,0.11724137931034484,53,/base/popstra/celebrity/breakup./base/popstra/breakup/participant,0.0007269440102449926
193,/film/film/runtime./film/film_cut/film_release_region,187,0.03208556149732621,2,/media_common/netflix_genre/titles,6,0.0022463496817671283,0.0021037868162692847,0.004198740377886634,2,/media_common/netflix_genre/titles,6,0.03208556149732621,0.0022463496817671283,0.0021037868162692847,0.0,,,0.004198740377886634
194,/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division,296,0.7263513513513513,15,/location/location/contains,215,0.04133820419150164,0.0407042786823173,0.5115303983228513,190,/location/us_county/county_seat,122,0.41216216216216217,0.6740331491712708,0.3436619718309859,0.48498845265588914,144,/base/aareas/schema/administrative_area/capital,0.026541945666962163
195,/base/aareas/schema/administrative_area/administrative_area_type,156,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
196,/influence/influence_node/peers./influence/peer_relationship/peers,166,0.1566265060240964,21,/influence/influence_node/influenced_by,26,0.013626834381551363,0.0126953125,0.025072324011571844,21,/influence/influence_node/influenced_by,26,0.1566265060240964,0.013626834381551363,0.0126953125,0.013468013468013467,175,/people/person/sibling_s./people/sibling_relationship/sibling,0.011604310543558377
197,/government/governmental_body/members./government/government_position_held/legislative_sessions,101,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
198,/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language,208,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
