model,dataset,baseline,relation_id,relation_name,mapping_type,side,test_support,side_support,eligible_support,hits_r,alpha_r,delta_r
TransE,FB15k237,without,198,/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language,M-N,head,21,21,20,0.7687074967793056,0.5,0.25
TransE,FB15k237,without,199,/organization/organization/place_founded,M-1,head,16,16,8,0.30357142857142855,0.875,0.625
TransE,FB15k237,without,200,/base/eating/practicer_of_diet/diet,M-1,head,11,11,1,0.02597402674811227,1.0,1.0
TransE,FB15k237,without,201,/tv/tv_program/program_creator,1-1,head,2,2,0,0.0,,
TransE,FB15k237,without,202,/people/deceased_person/place_of_burial,M-1,head,9,9,0,0.0,,
TransE,FB15k237,without,203,/film/film/release_date_s./film/film_regional_release_date/film_regional_debut_venue,M-1,head,20,20,7,0.1642857167337622,0.8571428656578064,0.7142857142857143
TransE,FB15k237,without,204,/ice_hockey/hockey_team/current_roster./sports/sports_team_roster/position,M-N,head,4,4,2,0.21428571428571427,1.0,0.5
TransE,FB15k237,without,205,/location/administrative_division/first_level_division_of,M-1,head,0,0,0,,,
TransE,FB15k237,without,206,/location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency,M-1,head,0,0,0,,,
TransE,FB15k237,without,207,/organization/organization/child./organization/organization_relationship/child,1-N,head,20,20,13,0.42857142431395395,0.5384615659713745,0.38461538461538464
TransE,FB15k237,without,208,/business/business_operation/assets./measurement_unit/dated_money_value/currency,M-1,head,0,0,0,,,
TransE,FB15k237,without,209,/film/person_or_entity_appearing_in_film/films./film/personal_film_appearance/type_of_appearance,M-1,head,3,3,1,0.28571429422923494,1.0,1.0
TransE,FB15k237,without,210,/time/event/instance_of_recurring_event,M-1,head,11,11,11,0.8571428571428571,0.1818181872367859,0.18181818181818182
TransE,FB15k237,without,211,/tv/non_character_role/tv_regular_personal_appearances./tv/tv_regular_personal_appearance/person,1-N,head,7,7,6,0.8571428656578064,0.0,0.0
TransE,FB15k237,without,212,/film/actor/film./film/performance/special_performance_type,M-1,head,16,16,3,0.09821428571428571,0.6666666865348816,0.6666666666666666
TransE,FB15k237,without,213,/business/business_operation/operating_income./measurement_unit/dated_money_value/currency,M-1,head,0,0,0,,,
TransE,FB15k237,without,214,/people/ethnicity/languages_spoken,M-N,head,29,29,23,0.5566502341202327,0.6086956262588501,0.30434782608695654
TransE,FB15k237,without,215,/base/americancomedy/celebrity_impressionist/celebrities_impersonated,1-N,head,8,8,8,0.875,0.375,0.25
TransE,FB15k237,without,216,/medicine/symptom/symptom_of,M-N,head,31,31,30,0.9447004454476493,0.10000000149011612,0.1
TransE,FB15k237,without,217,/education/university/fraternities_and_sororities,M-1,head,21,21,10,0.24489796374525344,0.800000011920929,0.5
TransE,FB15k237,without,218,/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to,M-N,head,13,13,2,0.0439560455935342,1.0,1.0
TransE,FB15k237,without,219,/location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency,M-1,head,4,4,0,0.0,,
TransE,FB15k237,without,220,/travel/travel_destination/how_to_get_here./travel/transportation/mode_of_transportation,M-N,head,20,20,20,0.9571428554398673,0.25,0.25
TransE,FB15k237,without,221,/location/country/official_language,M-1,head,16,16,4,0.11607142857142858,1.0,0.5
TransE,FB15k237,without,222,/location/location/partially_contains,M-1,head,13,13,9,0.5054945179394313,0.8888888955116272,0.5555555555555556
TransE,FB15k237,without,223,/film/film/film_art_direction_by,M-1,head,3,3,3,0.7619047718388694,0.6666666865348816,0.3333333333333333
TransE,FB15k237,without,224,/people/person/spouse_s./people/marriage/location_of_ceremony,M-1,head,35,35,5,0.07755102163978986,0.800000011920929,0.6
TransE,FB15k237,without,225,/education/university/international_tuition./measurement_unit/dated_money_value/currency,M-1,head,0,0,0,,,
TransE,FB15k237,without,226,/organization/organization_founder/organizations_founded,1-1,head,9,9,3,0.23809524306229182,0.6666666865348816,0.6666666666666666
TransE,FB15k237,without,227,/film/film/dubbing_performances./film/dubbing_performance/actor,M-N,head,8,8,8,0.8571428571428571,0.375,0.25
TransE,FB15k237,without,228,/dataworld/gardening_hint/split_to,1-1,head,10,10,7,0.699999988079071,0.0,0.0
TransE,FB15k237,without,229,/medicine/disease/risk_factors,M-N,head,13,13,6,0.37362638115882874,0.5,0.16666666666666666
TransE,FB15k237,without,230,/film/film/prequel,1-1,head,18,18,16,0.8095238123621259,0.1875,0.125
TransE,FB15k237,without,231,/base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months,M-N,head,3,3,3,1.0,0.0,0.0
TransE,FB15k237,without,232,/film/actor/dubbing_performances./film/dubbing_performance/language,M-1,head,12,12,2,0.07142857355730874,1.0,1.0
TransE,FB15k237,without,233,/broadcast/content/artist,1-N,head,14,14,14,1.0,0.0,0.0
TransE,FB15k237,without,234,/location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency,M-1,head,0,0,0,,,
TransE,FB15k237,without,235,/music/instrument/family,M-1,head,6,6,1,0.07142857355730874,1.0,1.0
TransE,FB15k237,without,236,/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office,M-1,head,9,9,6,0.46031747119767324,0.5,0.3333333333333333
TransE,FB15k237,without,0,/location/country/form_of_government,M-N,tail,43,43,43,1.0,0.0,0.0
TransE,FB15k237,without,1,/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor,1-N,tail,91,91,22,0.13343799433537892,0.7272727489471436,0.4090909090909091
TransE,FB15k237,without,2,/media_common/netflix_genre/titles,M-N,tail,124,124,30,0.14746543552194322,0.7666666507720947,0.43333333333333335
TransE,FB15k237,without,3,/award/award_winner/awards_won./award/award_honor/award_winner,M-N,tail,41,41,29,0.6341463497706822,0.24137930572032928,0.13793103448275862
TransE,FB15k237,without,4,/soccer/football_team/current_roster./sports/sports_team_roster/position,M-N,tail,12,12,12,1.0,0.0,0.0
TransE,FB15k237,without,5,/soccer/football_team/current_roster./soccer/football_roster_position/position,M-N,tail,10,10,10,1.0,0.0,0.0
TransE,FB15k237,without,6,/film/actor/film./film/performance/film,M-N,tail,836,836,176,0.1173957639506885,0.6988636255264282,0.32954545454545453
TransE,FB15k237,without,7,/award/award_category/nominees./award/award_nomination/nominated_for,M-N,tail,858,858,326,0.24492175025599344,0.650306761264801,0.2822085889570552
TransE,FB15k237,without,8,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,M-N,tail,214,214,178,0.7636849199022565,0.1741573065519333,0.08426966292134831
TransE,FB15k237,without,9,/music/performance_role/regular_performances./music/group_membership/role,M-N,tail,40,40,18,0.2535714294229235,0.7222222089767456,0.3888888888888889
TransE,FB15k237,without,10,/award/award_category/winners./award/award_honor/ceremony,M-N,tail,323,323,312,0.9287925618035453,0.09294871985912323,0.05128205128205128
TransE,FB15k237,without,11,/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium,M-1,tail,158,158,158,1.0,0.0,0.0
TransE,FB15k237,without,12,/award/award_winning_work/awards_won./award/award_honor/award_winner,M-N,tail,24,24,13,0.40476190192358835,0.38461539149284363,0.38461538461538464
TransE,FB15k237,without,13,/film/film/release_date_s./film/film_regional_release_date/film_release_region,M-N,tail,1447,1447,1330,0.82051534312112,0.2684210538864136,0.11278195488721804
TransE,FB15k237,without,14,/film/film/language,M-N,tail,314,314,301,0.9176524196352277,0.0830564796924591,0.059800664451827246
TransE,FB15k237,without,15,/location/location/contains,M-N,tail,330,330,107,0.2021645030805043,0.6542056202888489,0.2803738317757009
TransE,FB15k237,without,16,/organization/organization/headquarters./location/mailing_address/country,M-1,tail,7,7,6,0.8571428656578064,0.0,0.0
TransE,FB15k237,without,17,/people/person/profession,M-N,tail,1311,1311,1244,0.9140241997582572,0.08601286262273788,0.0409967845659164
TransE,FB15k237,without,18,/location/statistical_region/religions./location/religion_percentage/religion,M-N,tail,60,60,58,0.9285714370863778,0.06896551698446274,0.034482758620689655
TransE,FB15k237,without,19,/award/award_nominee/award_nominations./award/award_nomination/award,M-N,tail,1067,1067,898,0.7058508566447667,0.3552338480949402,0.155902004454343
TransE,FB15k237,without,20,/music/genre/artists,M-N,tail,664,664,314,0.26957830786705017,0.7261146306991577,0.3343949044585987
TransE,FB15k237,without,21,/influence/influence_node/influenced_by,M-N,tail,235,235,120,0.34650456479617525,0.6083333492279053,0.3
TransE,FB15k237,without,22,/education/educational_institution/students_graduates./education/education/student,1-N,tail,311,311,31,0.035829122843486924,0.9354838728904724,0.45161290322580644
TransE,FB15k237,without,23,/organization/organization_member/member_of./organization/organization_membership/organization,M-N,tail,96,96,96,0.9985119019235883,0.010416666977107525,0.010416666666666666
TransE,FB15k237,without,24,/people/person/place_of_birth,M-1,tail,170,170,75,0.33193278312683105,0.4933333396911621,0.26666666666666666
TransE,FB15k237,without,25,/common/topic/webpage./common/webpage/category,M-1,tail,402,402,402,1.0,0.0,0.0
TransE,FB15k237,without,26,/film/film/other_crew./film/film_crew_gig/film_crew_role,M-N,tail,606,606,594,0.9615747332572937,0.04545454680919647,0.021885521885521887
TransE,FB15k237,without,27,/award/award_ceremony/awards_presented./award/award_honor/award_winner,M-N,tail,317,317,124,0.2739972940513066,0.5564516186714172,0.28225806451612906
TransE,FB15k237,without,28,/film/film/country,M-1,tail,131,131,122,0.91930205481393,0.032786883413791656,0.02459016393442623
TransE,FB15k237,without,29,/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country,M-N,tail,258,258,194,0.5603543860571725,0.530927836894989,0.25773195876288657
TransE,FB15k237,without,30,/award/award_winning_work/awards_won./award/award_honor/award,M-N,tail,118,118,80,0.5338983110019139,0.36250001192092896,0.2
TransE,FB15k237,without,31,/film/film/genre,M-N,tail,722,722,649,0.8110407590866089,0.2172573208808899,0.10939907550077041
TransE,FB15k237,without,32,/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film,M-N,tail,160,160,33,0.10446428614003318,0.7575757503509521,0.36363636363636365
TransE,FB15k237,without,33,/location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency,M-1,tail,46,46,46,1.0,0.0,0.0
TransE,FB15k237,without,34,/film/film/estimated_budget./measurement_unit/dated_money_value/currency,M-1,tail,151,151,151,1.0,0.0,0.0
TransE,FB15k237,without,35,/government/legislative_session/members./government/government_position_held/district_represented,M-N,tail,117,117,117,0.9719169735908508,0.07692307978868484,0.05128205128205128
TransE,FB15k237,without,36,/sports/sports_team/roster./american_football/football_historical_roster_position/position_s,M-N,tail,1,1,1,1.0,0.0,0.0
TransE,FB15k237,without,37,/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office,M-N,tail,91,91,54,0.3029827411685671,0.8333333134651184,0.4074074074074074
TransE,FB15k237,without,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,M-N,tail,132,132,69,0.39718614731516155,0.43478259444236755,0.21739130434782608
TransE,FB15k237,without,39,/people/deceased_person/place_of_death,M-1,tail,78,78,50,0.5567765576498849,0.2800000011920929,0.12
TransE,FB15k237,without,40,/sports/pro_athlete/teams./sports/sports_team_roster/team,M-N,tail,16,16,8,0.26785714285714285,0.875,0.875
TransE,FB15k237,without,41,/music/artist/track_contributions./music/track_contribution/role,M-N,tail,152,152,114,0.5930451154708862,0.45614033937454224,0.23684210526315788
TransE,FB15k237,without,42,/music/instrument/instrumentalists,M-N,tail,153,153,29,0.10364145785570145,0.8275862336158752,0.4482758620689655
TransE,FB15k237,without,43,/people/person/gender,M-1,tail,436,436,436,1.0,0.0,0.0
TransE,FB15k237,without,44,/business/job_title/people_with_this_title./business/employment_tenure/company,M-N,tail,85,85,33,0.1882352977991104,0.7272727489471436,0.3939393939393939
TransE,FB15k237,without,45,/base/popstra/celebrity/friendship./base/popstra/friendship/participant,M-N,tail,32,32,7,0.10267857142857142,0.7142857313156128,0.5714285714285714
TransE,FB15k237,without,46,/business/business_operation/industry,M-1,tail,41,41,36,0.8397212539400373,0.1111111119389534,0.1111111111111111
TransE,FB15k237,without,47,/award/award_category/winners./award/award_honor/award_winner,M-N,tail,217,217,82,0.2330480558531625,0.6585366129875183,0.32926829268292684
TransE,FB15k237,without,48,/people/person/nationality,M-1,tail,494,494,477,0.9470792583056858,0.041928719729185104,0.023060796645702306
TransE,FB15k237,without,49,/sports/sports_team/roster./baseball/baseball_roster_position/position,M-N,tail,3,3,3,1.0,0.0,0.0
TransE,FB15k237,without,50,/people/cause_of_death/people,1-N,tail,94,94,7,0.015197568173919405,1.0,0.7142857142857143
TransE,FB15k237,without,51,/tv/tv_program/languages,M-1,tail,24,24,24,1.0,0.0,0.0
TransE,FB15k237,without,52,/music/genre/parent_genre,M-N,tail,97,97,79,0.6995581558772496,0.3417721390724182,0.1518987341772152
TransE,FB15k237,without,53,/base/popstra/celebrity/breakup./base/popstra/breakup/participant,1-1,tail,0,0,0,,,
TransE,FB15k237,without,54,/location/country/capital,1-1,tail,11,11,5,0.35064936109951567,0.6000000238418579,0.6
TransE,FB15k237,without,55,/film/special_film_performance_type/film_performance_type./film/performance/film,1-N,tail,11,11,3,0.2597402674811227,0.3333333432674408,0.3333333333333333
TransE,FB15k237,without,56,/location/hud_county_place/place,1-1,tail,48,48,48,1.0,0.0,0.0
TransE,FB15k237,without,57,/music/performance_role/guest_performances./music/recording_contribution/performance_role,M-N,tail,2,2,2,0.6428571428571429,0.5,0.5
TransE,FB15k237,without,58,/location/location/adjoin_s./location/adjoining_relationship/adjoins,M-N,tail,55,55,47,0.7064935054097857,0.3404255211353302,0.23404255319148937
TransE,FB15k237,without,59,/film/film_subject/films,1-N,tail,77,77,15,0.07421150218163218,0.8666666746139526,0.4
TransE,FB15k237,without,60,/base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency,M-1,tail,60,60,60,1.0,0.0,0.0
TransE,FB15k237,without,61,/education/educational_institution/colors,M-N,tail,90,90,85,0.834920619215284,0.2823529541492462,0.17647058823529413
TransE,FB15k237,without,62,/base/aareas/schema/administrative_area/administrative_parent,M-1,tail,25,25,24,0.8914285727909633,0.0833333358168602,0.08333333333333333
TransE,FB15k237,without,63,/organization/role/leaders./organization/leadership/organization,1-N,tail,70,70,12,0.0510204088475023,1.0,0.5
TransE,FB15k237,without,64,/government/legislative_session/members./government/government_position_held/legislative_sessions,M-N,tail,13,13,13,1.0,0.0,0.0
TransE,FB15k237,without,65,/olympics/olympic_games/sports,M-N,tail,13,13,13,1.0,0.0,0.0
TransE,FB15k237,without,66,/people/person/places_lived./people/place_lived/location,M-N,tail,305,305,154,0.3653395729405539,0.5,0.2532467532467532
TransE,FB15k237,without,67,/award/award_category/disciplines_or_subjects,M-N,tail,15,15,14,0.8857142925262451,0.0714285746216774,0.07142857142857142
TransE,FB15k237,without,68,/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school,M-N,tail,86,86,42,0.21760797713484084,0.8809523582458496,0.40476190476190477
TransE,FB15k237,without,69,/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics,M-N,tail,63,63,61,0.9229024989264352,0.16393442451953888,0.08196721311475409
TransE,FB15k237,without,70,/language/human_language/countries_spoken_in,M-N,tail,25,25,14,0.3142857125827244,0.7142857313156128,0.35714285714285715
TransE,FB15k237,without,71,/people/ethnicity/people,1-N,tail,251,251,36,0.058622653995241435,0.8888888955116272,0.4444444444444444
TransE,FB15k237,without,72,/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics,M-N,tail,31,31,27,0.7788018328802926,0.18518517911434174,0.1111111111111111
TransE,FB15k237,without,73,/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/medal,M-N,tail,38,38,38,1.0,0.0,0.0
TransE,FB15k237,without,74,/film/film/other_crew./film/film_crew_gig/crewmember,M-1,tail,26,26,23,0.6263736230986459,0.6521739363670349,0.34782608695652173
TransE,FB15k237,without,75,/music/performance_role/track_performances./music/track_contribution/role,M-N,tail,53,53,25,0.35579514503479004,0.5600000023841858,0.28
TransE,FB15k237,without,76,/music/record_label/artist,M-N,tail,266,266,57,0.09237379154988698,0.8947368264198303,0.42105263157894735
TransE,FB15k237,without,77,/base/popstra/celebrity/dated./base/popstra/dated/participant,M-N,tail,11,11,0,0.0,,
TransE,FB15k237,without,78,/base/locations/continents/countries_within,1-N,tail,5,5,4,0.42857143708637785,0.75,0.5
TransE,FB15k237,without,79,/sports/sports_league_draft/picks./sports/sports_league_draft_pick/school,M-N,tail,42,42,21,0.2993197377238955,0.8571428656578064,0.5238095238095238
TransE,FB15k237,without,80,/sports/sports_team/sport,M-1,tail,53,53,53,0.9919137528964451,0.01886792480945587,0.018867924528301886
TransE,FB15k237,without,81,/education/educational_institution_campus/educational_institution,1-1,tail,13,13,13,1.0,0.0,0.0
TransE,FB15k237,without,82,/people/person/religion,M-1,tail,127,127,119,0.8818897604942322,0.15126051008701324,0.07563025210084033
TransE,FB15k237,without,83,/organization/organization/headquarters./location/mailing_address/citytown,M-1,tail,55,55,44,0.5194805179323468,0.5909090638160706,0.2727272727272727
TransE,FB15k237,without,84,/film/film/produced_by,M-1,tail,60,60,38,0.5023809501102993,0.3947368562221527,0.2631578947368421
TransE,FB15k237,without,85,/people/person/spouse_s./people/marriage/type_of_union,M-1,tail,346,346,346,1.0,0.0,0.0
TransE,FB15k237,without,86,/film/film/production_companies,M-1,tail,84,84,72,0.7414965970175607,0.3611111044883728,0.18055555555555555
TransE,FB15k237,without,87,/location/country/second_level_divisions,1-N,tail,46,46,7,0.055900621094873974,0.8571428656578064,0.5714285714285714
TransE,FB15k237,without,88,/base/culturalevent/event/entity_involved,M-N,tail,20,20,5,0.1785714328289032,0.800000011920929,0.4
TransE,FB15k237,without,89,/education/educational_degree/people_with_this_degree./education/education/institution,M-N,tail,287,287,129,0.23096067351954325,0.8217054009437561,0.37209302325581395
TransE,FB15k237,without,90,/film/film/distributors./film/film_film_distributor_relationship/film_distribution_medium,M-1,tail,38,38,38,1.0,0.0,0.0
TransE,FB15k237,without,91,/tv/tv_program/tv_producer./tv/tv_producer_term/producer_type,M-1,tail,11,11,11,1.0,0.0,0.0
TransE,FB15k237,without,92,/music/performance_role/regular_performances./music/group_membership/group,M-N,tail,167,167,115,0.5175363506589618,0.47826087474823,0.25217391304347825
TransE,FB15k237,without,93,/government/politician/government_positions_held./government/government_position_held/legislative_sessions,M-N,tail,30,30,29,0.8714285663196019,0.13793103396892548,0.10344827586206896
TransE,FB15k237,without,94,/sports/sports_team_location/teams,1-1,tail,53,53,5,0.026954178299222673,1.0,0.6
TransE,FB15k237,without,95,/sports/sports_team/colors,M-N,tail,77,77,76,0.9332096236092704,0.1184210553765297,0.07894736842105263
TransE,FB15k237,without,96,/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/draft,M-N,tail,43,43,43,1.0,0.0,0.0
TransE,FB15k237,without,97,/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for,M-N,tail,16,16,15,0.8839285714285714,0.06666667014360428,0.06666666666666667
TransE,FB15k237,without,98,/baseball/baseball_team/team_stats./baseball/baseball_team_stats/season,M-N,tail,27,27,27,1.0,0.0,0.0
TransE,FB15k237,without,99,/user/alexander/philosophy/philosopher/interests,M-N,tail,9,9,9,1.0,0.0,0.0
TransE,FB15k237,without,100,/people/person/languages,M-1,tail,98,98,97,0.9854227474757603,0.010309278033673763,0.010309278350515464
TransE,FB15k237,without,101,/education/educational_institution/students_graduates./education/education/major_field_of_study,M-N,tail,321,321,243,0.5772140622138977,0.5349794030189514,0.2716049382716049
TransE,FB15k237,without,102,/film/director/film,1-N,tail,19,19,8,0.2706766937460218,0.5,0.375
TransE,FB15k237,without,103,/award/award_ceremony/awards_presented./award/award_honor/honored_for,M-N,tail,121,121,49,0.2821723754916872,0.5306122303009033,0.22448979591836735
TransE,FB15k237,without,104,/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics,M-N,tail,8,8,7,0.8392857142857143,0.1428571492433548,0.14285714285714285
TransE,FB15k237,without,105,/film/film/costume_design_by,M-1,tail,13,13,12,0.8681318759918213,0.0833333358168602,0.08333333333333333
TransE,FB15k237,without,106,/film/film/featured_film_locations,M-1,tail,100,100,61,0.4828571379184723,0.32786884903907776,0.19672131147540983
TransE,FB15k237,without,107,/tv/tv_program/genre,M-N,tail,94,94,88,0.8085106611251831,0.28409090638160706,0.14772727272727273
TransE,FB15k237,without,108,/organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency,M-1,tail,3,3,3,1.0,0.0,0.0
TransE,FB15k237,without,109,/film/film/written_by,M-1,tail,26,26,15,0.32967033982276917,0.7333333492279053,0.4666666666666667
TransE,FB15k237,without,110,/tv/tv_producer/programs_produced./tv/tv_producer_term/producer_type,M-1,tail,22,22,22,1.0,0.0,0.0
TransE,FB15k237,without,111,/location/hud_county_place/county,M-1,tail,7,7,6,0.44897960339273724,0.6666666865348816,0.3333333333333333
TransE,FB15k237,without,112,/education/educational_degree/people_with_this_degree./education/education/major_field_of_study,M-N,tail,63,63,54,0.682539701461792,0.46296295523643494,0.2777777777777778
TransE,FB15k237,without,113,/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/contact_category,M-1,tail,20,20,20,1.0,0.0,0.0
TransE,FB15k237,without,114,/base/saturdaynightlive/snl_cast_member/seasons./base/saturdaynightlive/snl_season_tenure/cast_members,M-N,tail,3,3,3,1.0,0.0,0.0
TransE,FB15k237,without,115,/film/film/film_format,M-1,tail,39,39,39,1.0,0.0,0.0
TransE,FB15k237,without,116,/film/film/music,M-1,tail,92,92,62,0.44409937943731037,0.6290322542190552,0.3709677419354839
TransE,FB15k237,without,117,/sports/sports_team/roster./american_football/football_roster_position/position,M-N,tail,3,3,3,1.0,0.0,0.0
TransE,FB15k237,without,118,/user/tsegaran/random/taxonomy_subject/entry./user/tsegaran/random/taxonomy_entry/taxonomy,M-1,tail,50,50,50,1.0,0.0,0.0
TransE,FB15k237,without,119,/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend,M-N,tail,1,1,0,0.0,,
TransE,FB15k237,without,120,/location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source,M-1,tail,84,84,84,1.0,0.0,0.0
TransE,FB15k237,without,121,/base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club,M-N,tail,29,29,10,0.15763546845742635,0.8999999761581421,0.6
TransE,FB15k237,without,122,/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer,M-N,tail,31,31,7,0.055299537522452216,1.0,0.5714285714285714
TransE,FB15k237,without,123,/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant,M-N,tail,1,1,0,0.0,,
TransE,FB15k237,without,124,/education/educational_institution/school_type,M-1,tail,80,80,79,0.9803571615900312,0.037974681705236435,0.02531645569620253
TransE,FB15k237,without,125,/sports/sport/pro_athletes./sports/pro_sports_played/athlete,1-N,tail,17,17,10,0.5630252318722861,0.20000000298023224,0.1
TransE,FB15k237,without,126,/award/hall_of_fame/inductees./award/hall_of_fame_induction/inductee,1-N,tail,27,27,7,0.15873015884842193,0.7142857313156128,0.42857142857142855
TransE,FB15k237,without,127,/base/biblioness/bibs_location/state,M-1,tail,7,7,7,0.9591836759022304,0.2857142984867096,0.2857142857142857
TransE,FB15k237,without,128,/education/university/local_tuition./measurement_unit/dated_money_value/currency,M-1,tail,1,1,1,1.0,0.0,0.0
TransE,FB15k237,without,129,/business/business_operation/revenue./measurement_unit/dated_money_value/currency,M-1,tail,1,1,1,1.0,0.0,0.0
TransE,FB15k237,without,130,/sports/sports_position/players./sports/sports_team_roster/team,M-N,tail,22,22,10,0.38311688389096943,0.4000000059604645,0.3
TransE,FB15k237,without,131,/military/military_conflict/combatants./military/military_combatant_group/combatants,M-N,tail,34,34,25,0.4705882413046701,0.7599999904632568,0.32
TransE,FB15k237,without,132,/sports/sports_league/teams./sports/sports_league_participation/team,1-N,tail,16,16,10,0.4375,0.6000000238418579,0.4
TransE,FB15k237,without,133,/base/biblioness/bibs_location/country,M-1,tail,14,14,14,0.9693877526691982,0.1428571492433548,0.14285714285714285
TransE,FB15k237,without,134,/music/group_member/membership./music/group_membership/role,M-N,tail,29,29,25,0.7339901328086853,0.36000001430511475,0.16
TransE,FB15k237,without,135,/location/administrative_division/country,M-1,tail,3,3,3,1.0,0.0,0.0
TransE,FB15k237,without,136,/film/film/executive_produced_by,M-1,tail,73,73,52,0.5870841656412397,0.32692307233810425,0.21153846153846154
TransE,FB15k237,without,137,/food/food/nutrients./food/nutrition_fact/nutrient,M-N,tail,105,105,105,0.9918367351804461,0.02857142873108387,0.02857142857142857
TransE,FB15k237,without,138,/music/group_member/membership./music/group_membership/group,M-1,tail,22,22,22,0.8571428656578064,0.27272728085517883,0.22727272727272727
TransE,FB15k237,without,139,/location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency,M-1,tail,3,3,3,1.0,0.0,0.0
TransE,FB15k237,without,140,/education/field_of_study/students_majoring./education/education/student,1-N,tail,34,34,6,0.06302521138318948,1.0,0.8333333333333334
TransE,FB15k237,without,141,/award/award_winning_work/awards_won./award/award_honor/honored_for,M-N,tail,10,10,9,0.8999999761581421,0.0,0.0
TransE,FB15k237,without,142,/sports/sports_team/roster./basketball/basketball_roster_position/position,M-N,tail,2,2,2,1.0,0.0,0.0
TransE,FB15k237,without,143,/organization/organization/headquarters./location/mailing_address/state_province_region,M-1,tail,39,39,37,0.761904776096344,0.37837839126586914,0.2972972972972973
TransE,FB15k237,without,144,/base/aareas/schema/administrative_area/capital,1-1,tail,0,0,0,,,
TransE,FB15k237,without,145,/tv/tv_producer/programs_produced./tv/tv_producer_term/program,M-N,tail,4,4,4,0.35714285714285715,1.0,0.75
TransE,FB15k237,without,146,/education/educational_institution/campuses,1-1,tail,13,13,13,1.0,0.0,0.0
TransE,FB15k237,without,147,/film/film/distributors./film/film_film_distributor_relationship/region,M-1,tail,10,10,10,1.0,0.0,0.0
TransE,FB15k237,without,148,/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month,M-N,tail,60,60,60,1.0,0.0,0.0
TransE,FB15k237,without,149,/medicine/disease/notable_people_with_this_condition,1-N,tail,15,15,2,0.06666667014360428,1.0,1.0
TransE,FB15k237,without,150,/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location,M-N,tail,38,38,29,0.6578947220529828,0.3103448152542114,0.13793103448275862
TransE,FB15k237,without,151,/people/ethnicity/geographic_distribution,M-N,tail,17,17,12,0.5126050582953862,0.6666666865348816,0.5
TransE,FB15k237,without,152,/military/military_combatant/military_conflicts./military/military_combatant_group/combatants,M-N,tail,17,17,15,0.7983193397521973,0.3333333432674408,0.2
TransE,FB15k237,without,153,/film/film/personal_appearances./film/personal_film_appearance/person,1-N,tail,11,11,3,0.27272728085517883,0.0,0.0
TransE,FB15k237,without,154,/location/location/time_zones,M-1,tail,137,137,137,0.9947862454823085,0.014598540030419827,0.014598540145985401
TransE,FB15k237,without,155,/film/film/story_by,M-1,tail,31,31,19,0.49769584621701923,0.3684210479259491,0.2631578947368421
TransE,FB15k237,without,156,/base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed,M-N,tail,21,21,21,1.0,0.0,0.0
TransE,FB15k237,without,157,/olympics/olympic_games/participating_countries,M-N,tail,23,23,11,0.26708073914051056,0.9090909361839294,0.6363636363636364
TransE,FB15k237,without,158,/tv/tv_network/programs./tv/tv_network_duration/program,1-N,tail,26,26,10,0.18131868434803827,0.8999999761581421,0.6
TransE,FB15k237,without,159,/people/person/employment_history./business/employment_tenure/company,M-1,tail,24,24,15,0.39285714285714285,0.6666666865348816,0.3333333333333333
