relation_id,relation_name,mapping_type,train_support,test_support,head_support,tail_support,eligible_support,inverse_strength,best_inverse_partner_id,best_inverse_partner_name,best_inverse_score,best_inverse_overlap_count,hits_r,alpha_r,delta_r
140,/education/field_of_study/students_majoring./education/education/student,1-N,259,34,34,34,35,0.011583011583011582,100,/people/person/languages,0.011583011583011582,3,0.3298319322722299,0.6857143044471741,0.4857142857142857
141,/award/award_winning_work/awards_won./award/award_honor/honored_for,M-N,475,10,10,10,18,0.3894736842105263,97,/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for,0.3894736842105263,185,0.8999999761581421,0.0,0.0
142,/sports/sports_team/roster./basketball/basketball_roster_position/position,M-N,178,2,2,2,2,0.8146067415730337,130,/sports/sports_position/players./sports/sports_team_roster/team,0.8146067415730337,145,0.5,0.0,0.0
143,/organization/organization/headquarters./location/mailing_address/state_province_region,M-1,721,39,39,39,46,0.49791955617198336,15,/location/location/contains,0.49791955617198336,359,0.5073260239192418,0.28260868787765503,0.17391304347826086
144,/base/aareas/schema/administrative_area/capital,1-1,137,0,0,0,0,0.7664233576642335,194,/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division,0.7664233576642335,105,,,
145,/tv/tv_producer/programs_produced./tv/tv_producer_term/program,M-N,416,4,4,4,4,0.36538461538461536,12,/award/award_winning_work/awards_won./award/award_honor/award_winner,0.36538461538461536,152,0.4107142857142857,0.5,0.5
146,/education/educational_institution/campuses,1-1,533,13,13,13,26,0.797373358348968,81,/education/educational_institution_campus/educational_institution,0.797373358348968,425,1.0,0.0,0.0
147,/film/film/distributors./film/film_film_distributor_relationship/region,M-1,157,10,10,10,13,0.03821656050955414,2,/media_common/netflix_genre/titles,0.03821656050955414,6,0.550000011920929,0.23076923191547394,0.07692307692307693
148,/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month,M-N,535,60,60,60,120,0.0,0,/location/country/form_of_government,0.0,0,0.9988095249448504,0.008333333767950535,0.008333333333333333
149,/medicine/disease/notable_people_with_this_condition,1-N,121,15,15,15,16,0.0,0,/location/country/form_of_government,0.0,0,0.44285714626312256,0.3125,0.25
150,/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location,M-N,345,38,38,38,55,0.043478260869565216,15,/location/location/contains,0.043478260869565216,15,0.6466165355273655,0.2181818187236786,0.10909090909090909
151,/people/ethnicity/geographic_distribution,M-N,122,17,17,17,26,0.0,0,/location/country/form_of_government,0.0,0,0.7310924274580819,0.07692307978868484,0.07692307692307693
152,/military/military_combatant/military_conflicts./military/military_combatant_group/combatants,M-N,747,17,17,17,27,0.04685408299866131,58,/location/location/adjoin_s./location/adjoining_relationship/adjoins,0.04685408299866131,35,0.6512605207306998,0.4444444477558136,0.2222222222222222
153,/film/film/personal_appearances./film/personal_film_appearance/person,1-N,217,11,11,11,8,0.15207373271889402,6,/film/actor/film./film/performance/film,0.15207373271889402,33,0.3246753215789795,0.125,0.125
154,/location/location/time_zones,M-1,1151,137,137,137,200,0.0,0,/location/country/form_of_government,0.0,0,0.6673618299620492,0.18000000715255737,0.1
155,/film/film/story_by,M-1,394,31,31,31,32,0.17766497461928935,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,0.17766497461928935,70,0.43548386437552317,0.28125,0.1875
156,/base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed,M-N,192,21,21,21,42,0.0,0,/location/country/form_of_government,0.0,0,1.0,0.0,0.0
157,/olympics/olympic_games/participating_countries,M-N,490,23,23,23,32,0.4306122448979592,69,/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics,0.4306122448979592,211,0.6490683470453534,0.1875,0.125
158,/tv/tv_network/programs./tv/tv_network_duration/program,1-N,305,26,26,26,30,0.13442622950819672,12,/award/award_winning_work/awards_won./award/award_honor/award_winner,0.13442622950819672,41,0.5137362650462559,0.30000001192092896,0.16666666666666666
159,/people/person/employment_history./business/employment_tenure/company,M-1,316,24,24,24,30,0.056962025316455694,22,/education/educational_institution/students_graduates./education/education/student,0.056962025316455694,18,0.3958333304950169,0.699999988079071,0.3
160,/music/artist/origin,M-1,552,34,34,34,21,0.0036231884057971015,122,/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer,0.0036231884057971015,2,0.25840336297239574,0.380952388048172,0.23809523809523808
161,/people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony,1-N,417,53,53,53,58,0.0,0,/location/country/form_of_government,0.0,0,0.5336927175521851,0.0517241396009922,0.034482758620689655
162,/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program,M-1,271,9,9,9,9,0.4132841328413284,12,/award/award_winning_work/awards_won./award/award_honor/award_winner,0.4132841328413284,112,0.4047619104385376,0.4444444477558136,0.3333333333333333
163,/time/event/locations,M-N,363,34,34,34,39,0.0027548209366391185,15,/location/location/contains,0.0027548209366391185,1,0.3760504254273006,0.6153846383094788,0.41025641025641024
164,/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity,1-1,236,0,0,0,0,0.576271186440678,77,/base/popstra/celebrity/dated./base/popstra/dated/participant,0.576271186440678,136,,,
165,/government/political_party/politicians_in_this_party./government/political_party_tenure/politician,1-N,107,11,11,11,13,0.028037383177570093,226,/organization/organization_founder/organizations_founded,0.028037383177570093,3,0.5259740267481122,0.1538461595773697,0.15384615384615385
166,/education/university/domestic_tuition./measurement_unit/dated_money_value/currency,M-1,476,5,5,5,5,0.0,0,/location/country/form_of_government,0.0,0,0.5,0.0,0.0
167,/organization/non_profit_organization/registered_with./organization/non_profit_registration/registering_agency,M-1,125,22,22,22,40,0.0,0,/location/country/form_of_government,0.0,0,0.9090909361839294,0.0,0.0
168,/user/ktrueman/default_domain/international_organization/member_states,1-N,179,24,24,24,43,0.22346368715083798,23,/organization/organization_member/member_of./organization/organization_membership/organization,0.22346368715083798,40,0.7827380980764117,0.23255814611911774,0.13953488372093023
169,/american_football/football_team/current_roster./sports/sports_team_roster/position,M-N,573,0,0,0,0,0.8202443280977313,130,/sports/sports_position/players./sports/sports_team_roster/team,0.8202443280977313,470,,,
170,/soccer/football_player/current_team./sports/sports_team_roster/team,M-N,536,9,9,9,6,0.0,0,/location/country/form_of_government,0.0,0,0.26190477183886934,0.6666666865348816,0.3333333333333333
171,/olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal,M-N,101,16,16,16,32,0.0,0,/location/country/form_of_government,0.0,0,1.0,0.0,0.0
172,/award/ranked_item/appears_in_ranked_lists./award/ranking/list,M-1,335,48,48,48,74,0.0,0,/location/country/form_of_government,0.0,0,0.7395833304950169,0.13513512909412384,0.0945945945945946
173,/film/film_set_designer/film_sets_designed,1-N,113,8,8,8,8,0.24778761061946902,12,/award/award_winning_work/awards_won./award/award_honor/award_winner,0.24778761061946902,28,0.4107142857142857,0.625,0.5
174,/user/jg/default_domain/olympic_games/sports,M-N,581,11,11,11,22,0.37521514629948366,104,/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics,0.37521514629948366,218,0.9870129823684692,0.04545454680919647,0.045454545454545456
175,/people/person/sibling_s./people/sibling_relationship/sibling,1-1,131,7,7,7,9,0.16030534351145037,8,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,0.16030534351145037,21,0.4591836759022304,0.5555555820465088,0.4444444444444444
176,/base/marchmadness/ncaa_basketball_tournament/seeds./base/marchmadness/ncaa_tournament_seed/team,M-N,352,41,41,41,80,0.0,0,/location/country/form_of_government,0.0,0,0.9477351818765912,0.07500000298023224,0.05
177,/music/artist/contribution./music/recording_contribution/performance_role,M-N,218,14,14,14,13,0.25229357798165136,42,/music/instrument/instrumentalists,0.25229357798165136,55,0.32142857568604605,0.5384615659713745,0.3076923076923077
178,/sports/sports_position/players./sports/sports_team_roster/position,M-N,125,0,0,0,0,0.688,180,/sports/sports_position/players./american_football/football_historical_roster_position/position_s,0.688,86,,,
179,/government/politician/government_positions_held./government/government_position_held/basic_title,M-N,114,16,16,16,28,0.0,0,/location/country/form_of_government,0.0,0,0.7053571428571429,0.3214285671710968,0.17857142857142858
180,/sports/sports_position/players./american_football/football_historical_roster_position/position_s,M-N,102,0,0,0,0,0.8431372549019608,178,/sports/sports_position/players./sports/sports_team_roster/position,0.8431372549019608,86,,,
181,/people/profession/specialization_of,M-1,102,13,13,13,8,0.0,0,/location/country/form_of_government,0.0,0,0.25274726109845297,0.375,0.375
182,/award/award_category/category_of,M-1,148,20,20,20,40,0.0,0,/location/country/form_of_government,0.0,0,0.9928571496691022,0.02500000037252903,0.025
183,/film/film/cinematography,M-1,336,17,17,17,20,0.40476190476190477,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,0.40476190476190477,136,0.5210084106240954,0.30000001192092896,0.25
184,/film/film/film_production_design_by,M-1,158,10,10,10,12,0.3987341772151899,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,0.3987341772151899,63,0.5571428707667759,0.1666666716337204,0.16666666666666666
185,/tv/tv_program/country_of_origin,M-1,268,32,32,32,55,0.026119402985074626,2,/media_common/netflix_genre/titles,0.026119402985074626,7,0.8035714285714286,0.20000000298023224,0.12727272727272726
186,/film/film/edited_by,M-1,179,13,13,13,14,0.3016759776536313,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,0.3016759776536313,54,0.47802198358944487,0.2142857164144516,0.14285714285714285
187,/tv/tv_personality/tv_regular_appearances./tv/tv_regular_personal_appearance/program,M-1,103,11,11,11,15,0.2621359223300971,1,/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor,0.2621359223300971,27,0.5259740310055869,0.4000000059604645,0.3333333333333333
188,/education/field_of_study/students_majoring./education/education/major_field_of_study,M-N,343,11,11,11,17,0.0,0,/location/country/form_of_government,0.0,0,0.6168831161090306,0.47058823704719543,0.29411764705882354
189,/education/educational_degree/people_with_this_degree./education/education/student,1-N,260,27,27,27,30,0.0,0,/location/country/form_of_government,0.0,0,0.5158730149269104,0.1666666716337204,0.1
190,/location/us_county/county_seat,1-1,181,2,2,2,4,0.6850828729281768,111,/location/hud_county_place/county,0.6850828729281768,124,1.0,0.0,0.0
191,/film/film/film_festivals,M-1,264,18,18,18,20,0.007575757575757576,210,/time/event/instance_of_recurring_event,0.007575757575757576,2,0.5119047675813947,0.20000000298023224,0.1
192,/people/person/spouse_s./people/marriage/spouse,1-1,427,4,4,4,2,0.2529274004683841,77,/base/popstra/celebrity/dated./base/popstra/dated/participant,0.2529274004683841,108,0.03571428571428571,1.0,0.5
193,/film/film/runtime./film/film_cut/film_release_region,M-1,187,9,9,9,8,0.03208556149732621,2,/media_common/netflix_genre/titles,0.03208556149732621,6,0.3492063581943512,0.5,0.375
194,/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division,1-1,296,0,0,0,0,0.7263513513513513,15,/location/location/contains,0.7263513513513513,215,,,
195,/base/aareas/schema/administrative_area/administrative_area_type,M-1,156,20,20,20,40,0.0,0,/location/country/form_of_government,0.0,0,0.9964285748345512,0.02500000037252903,0.025
196,/influence/influence_node/peers./influence/peer_relationship/peers,1-1,166,2,2,2,1,0.1566265060240964,21,/influence/influence_node/influenced_by,0.1566265060240964,26,0.07142857142857142,1.0,1.0
197,/government/governmental_body/members./government/government_position_held/legislative_sessions,M-N,101,12,12,12,24,0.0,0,/location/country/form_of_government,0.0,0,1.0,0.0,0.0
198,/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language,M-N,208,21,21,21,36,0.0,0,/location/country/form_of_government,0.0,0,0.7653061151504517,0.1388888955116272,0.1111111111111111
199,/organization/organization/place_founded,M-1,104,16,16,16,17,0.028846153846153848,15,/location/location/contains,0.028846153846153848,3,0.375,0.47058823704719543,0.29411764705882354
200,/base/eating/practicer_of_diet/diet,M-1,137,11,11,11,12,0.0,0,/location/country/form_of_government,0.0,0,0.5259740352630615,0.0833333358168602,0.08333333333333333
201,/tv/tv_program/program_creator,1-1,144,2,2,2,0,0.6944444444444444,145,/tv/tv_producer/programs_produced./tv/tv_producer_term/program,0.6944444444444444,100,0.0,,
202,/people/deceased_person/place_of_burial,M-1,142,9,9,9,9,0.0,0,/location/country/form_of_government,0.0,0,0.5,0.0,0.0
203,/film/film/release_date_s./film/film_regional_release_date/film_regional_debut_venue,M-1,246,20,20,20,25,0.0,0,/location/country/form_of_government,0.0,0,0.5107142840112958,0.23999999463558197,0.2
204,/ice_hockey/hockey_team/current_roster./sports/sports_team_roster/position,M-N,121,4,4,4,7,0.743801652892562,130,/sports/sports_position/players./sports/sports_team_roster/team,0.743801652892562,90,0.875,0.0,0.0
205,/location/administrative_division/first_level_division_of,M-1,141,0,0,0,0,0.8794326241134752,15,/location/location/contains,0.8794326241134752,124,,,
206,/location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency,M-1,160,0,0,0,0,0.0,0,/location/country/form_of_government,0.0,0,,,
207,/organization/organization/child./organization/organization_relationship/child,1-N,191,20,20,20,20,0.041884816753926704,8,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,0.041884816753926704,8,0.33214285543986727,0.5,0.3
208,/business/business_operation/assets./measurement_unit/dated_money_value/currency,M-1,181,0,0,0,0,0.0,0,/location/country/form_of_government,0.0,0,,,
209,/film/person_or_entity_appearing_in_film/films./film/personal_film_appearance/type_of_appearance,M-1,37,3,3,3,4,0.0,0,/location/country/form_of_government,0.0,0,0.5952381065913609,0.25,0.25
210,/time/event/instance_of_recurring_event,M-1,109,11,11,11,18,0.01834862385321101,191,/film/film/film_festivals,0.01834862385321101,2,0.8181818127632141,0.0,0.0
211,/tv/non_character_role/tv_regular_personal_appearances./tv/tv_regular_personal_appearance/person,1-N,90,7,7,7,9,0.022222222222222223,17,/people/person/profession,0.022222222222222223,2,0.5816326652254377,0.3333333432674408,0.2222222222222222
212,/film/actor/film./film/performance/special_performance_type,M-1,180,16,16,16,17,0.0,0,/location/country/form_of_government,0.0,0,0.53125,0.0,0.0
213,/business/business_operation/operating_income./measurement_unit/dated_money_value/currency,M-1,198,0,0,0,0,0.0,0,/location/country/form_of_government,0.0,0,,,
214,/people/ethnicity/languages_spoken,M-N,192,29,29,29,47,0.0,0,/location/country/form_of_government,0.0,0,0.6674876894269671,0.38297873735427856,0.14893617021276595
215,/base/americancomedy/celebrity_impressionist/celebrities_impersonated,1-N,121,8,8,8,5,0.0,0,/location/country/form_of_government,0.0,0,0.3125,0.0,0.0
216,/medicine/symptom/symptom_of,M-N,154,31,31,31,51,0.0,0,/location/country/form_of_government,0.0,0,0.7373271925108773,0.1764705926179886,0.09803921568627451
217,/education/university/fraternities_and_sororities,M-1,131,21,21,21,32,0.0,0,/location/country/form_of_government,0.0,0,0.6394557782581874,0.25,0.15625
218,/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to,M-N,172,13,13,13,13,0.11046511627906977,58,/location/location/adjoin_s./location/adjoining_relationship/adjoins,0.11046511627906977,19,0.25274726109845297,0.7692307829856873,0.5384615384615384
219,/location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency,M-1,220,4,4,4,4,0.0,0,/location/country/form_of_government,0.0,0,0.5,0.0,0.0
220,/travel/travel_destination/how_to_get_here./travel/transportation/mode_of_transportation,M-N,146,20,20,20,40,0.0,0,/location/country/form_of_government,0.0,0,1.0,0.0,0.0
221,/location/country/official_language,M-1,225,16,16,16,17,0.5822222222222222,70,/language/human_language/countries_spoken_in,0.5822222222222222,131,0.48660714285714285,0.1764705926179886,0.11764705882352941
222,/location/location/partially_contains,M-1,133,13,13,13,21,0.015037593984962405,58,/location/location/adjoin_s./location/adjoining_relationship/adjoins,0.015037593984962405,2,0.7637362735612052,0.1428571492433548,0.09523809523809523
223,/film/film/film_art_direction_by,M-1,101,3,3,3,6,0.5346534653465347,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,0.5346534653465347,54,0.9761904733521598,0.1666666716337204,0.16666666666666666
224,/people/person/spouse_s./people/marriage/location_of_ceremony,M-1,251,35,35,35,16,0.01593625498007968,122,/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer,0.01593625498007968,4,0.14489796438387462,0.625,0.375
225,/education/university/international_tuition./measurement_unit/dated_money_value/currency,M-1,117,0,0,0,0,0.0,0,/location/country/form_of_government,0.0,0,,,
226,/organization/organization_founder/organizations_founded,1-1,137,9,9,9,10,0.06569343065693431,76,/music/record_label/artist,0.06569343065693431,9,0.3333333432674408,0.699999988079071,0.3
227,/film/film/dubbing_performances./film/dubbing_performance/actor,M-N,114,8,8,8,11,0.008771929824561403,6,/film/actor/film./film/performance/film,0.008771929824561403,1,0.6339285714285714,0.1818181872367859,0.18181818181818182
228,/dataworld/gardening_hint/split_to,1-1,99,10,10,10,14,0.10101010101010101,146,/education/educational_institution/campuses,0.10101010101010101,10,0.699999988079071,0.0,0.0
229,/medicine/disease/risk_factors,M-N,162,13,13,13,19,0.0,0,/location/country/form_of_government,0.0,0,0.6043956194605146,0.31578946113586426,0.15789473684210525
230,/film/film/prequel,1-1,180,18,18,18,32,0.15,97,/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for,0.15,27,0.7817460383687701,0.25,0.1875
231,/base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months,M-N,108,3,3,3,6,0.0,0,/location/country/form_of_government,0.0,0,1.0,0.0,0.0
232,/film/actor/dubbing_performances./film/dubbing_performance/language,M-1,112,12,12,12,15,0.008928571428571428,140,/education/field_of_study/students_majoring./education/education/student,0.008928571428571428,1,0.5833333219800677,0.13333334028720856,0.06666666666666667
233,/broadcast/content/artist,1-N,102,14,14,14,19,0.0,0,/location/country/form_of_government,0.0,0,0.6479591727256775,0.05263157933950424,0.05263157894736842
234,/location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency,M-1,149,0,0,0,0,0.0,0,/location/country/form_of_government,0.0,0,,,
235,/music/instrument/family,M-1,100,6,6,6,6,0.43,75,/music/performance_role/track_performances./music/track_contribution/role,0.43,43,0.29761905116694315,0.8333333134651184,0.6666666666666666
236,/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office,M-1,106,9,9,9,10,0.0,0,/location/country/form_of_government,0.0,0,0.4047619104385376,0.5,0.2
