relation_id,relation_name,train_support,inverse_strength,best_inverse_partner_id,best_inverse_partner_name,best_inverse_score,best_inverse_overlap_count
222,/location/location/partially_contains,133,0.015037593984962405,58,/location/location/adjoin_s./location/adjoining_relationship/adjoins,0.015037593984962405,2
223,/film/film/film_art_direction_by,101,0.5346534653465347,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,0.5346534653465347,54
224,/people/person/spouse_s./people/marriage/location_of_ceremony,251,0.01593625498007968,122,/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer,0.01593625498007968,4
225,/education/university/international_tuition./measurement_unit/dated_money_value/currency,117,0.0,0,/location/country/form_of_government,0.0,0
226,/organization/organization_founder/organizations_founded,137,0.06569343065693431,76,/music/record_label/artist,0.06569343065693431,9
227,/film/film/dubbing_performances./film/dubbing_performance/actor,114,0.008771929824561403,6,/film/actor/film./film/performance/film,0.008771929824561403,1
228,/dataworld/gardening_hint/split_to,99,0.10101010101010101,146,/education/educational_institution/campuses,0.10101010101010101,10
229,/medicine/disease/risk_factors,162,0.0,0,/location/country/form_of_government,0.0,0
230,/film/film/prequel,180,0.15,97,/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for,0.15,27
231,/base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months,108,0.0,0,/location/country/form_of_government,0.0,0
232,/film/actor/dubbing_performances./film/dubbing_performance/language,112,0.008928571428571428,140,/education/field_of_study/students_majoring./education/education/student,0.008928571428571428,1
233,/broadcast/content/artist,102,0.0,0,/location/country/form_of_government,0.0,0
234,/location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency,149,0.0,0,/location/country/form_of_government,0.0,0
235,/music/instrument/family,100,0.43,75,/music/performance_role/track_performances./music/track_contribution/role,0.43,43
236,/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office,106,0.0,0,/location/country/form_of_government,0.0,0
