relation_id,relation_name,mapping_type,train_support,self_loop_count,non_self_train_support,symmetric_supported_edge_count,symmetric_supported_non_self_edge_count,symmetry_score,symmetry_score_excluding_self_loops,test_support,head_support,tail_support,eligible_support,hits_r,alpha_r,delta_r
170,/soccer/football_player/current_team./sports/sports_team_roster/team,M-N,536,0,536,0,0,0.0,0.0,9,9,9,8,0.1428571455180645,0.875,0.75
171,/olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal,M-N,101,0,101,0,0,0.0,0.0,16,16,16,32,1.0,0.0,0.0
172,/award/ranked_item/appears_in_ranked_lists./award/ranking/list,M-1,335,0,335,0,0,0.0,0.0,48,48,48,78,0.6875,0.29487180709838867,0.14102564102564102
173,/film/film_set_designer/film_sets_designed,1-N,113,0,113,0,0,0.0,0.0,8,8,8,10,0.375,0.699999988079071,0.5
174,/user/jg/default_domain/olympic_games/sports,M-N,581,0,581,0,0,0.0,0.0,11,11,11,22,0.9805194735527039,0.04545454680919647,0.045454545454545456
175,/people/person/sibling_s./people/sibling_relationship/sibling,1-1,131,0,131,108,108,0.8244274809160306,0.8244274809160306,7,7,7,6,0.24489796374525344,0.6666666865348816,0.3333333333333333
176,/base/marchmadness/ncaa_basketball_tournament/seeds./base/marchmadness/ncaa_tournament_seed/team,M-N,352,0,352,0,0,0.0,0.0,41,41,41,81,0.9337979129382542,0.1358024626970291,0.09876543209876543
177,/music/artist/contribution./music/recording_contribution/performance_role,M-N,218,0,218,0,0,0.0,0.0,14,14,14,15,0.3724489765507834,0.46666666865348816,0.26666666666666666
178,/sports/sports_position/players./sports/sports_team_roster/position,M-N,125,0,125,106,106,0.848,0.848,0,0,0,0,,,
179,/government/politician/government_positions_held./government/government_position_held/basic_title,M-N,114,0,114,0,0,0.0,0.0,16,16,16,25,0.6517857142857143,0.3199999928474426,0.2
180,/sports/sports_position/players./american_football/football_historical_roster_position/position_s,M-N,102,0,102,78,78,0.7647058823529411,0.7647058823529411,0,0,0,0,,,
181,/people/profession/specialization_of,M-1,102,0,102,0,0,0.0,0.0,13,13,13,10,0.3186813294887543,0.5,0.3
182,/award/award_category/category_of,M-1,148,17,131,17,0,0.11486486486486487,0.0,20,20,20,40,0.9785714490073067,0.05000000074505806,0.05
183,/film/film/cinematography,M-1,336,0,336,0,0,0.0,0.0,17,17,17,22,0.47058823704719543,0.5,0.36363636363636365
184,/film/film/film_production_design_by,M-1,158,0,158,0,0,0.0,0.0,10,10,10,12,0.5214285765375409,0.3333333432674408,0.16666666666666666
185,/tv/tv_program/country_of_origin,M-1,268,0,268,0,0,0.0,0.0,32,32,32,53,0.7142857142857143,0.2641509473323822,0.1509433962264151
186,/film/film/edited_by,M-1,179,0,179,0,0,0.0,0.0,13,13,13,15,0.47252747416496277,0.2666666805744171,0.26666666666666666
187,/tv/tv_personality/tv_regular_appearances./tv/tv_regular_personal_appearance/program,M-1,103,0,103,0,0,0.0,0.0,11,11,11,11,0.4350649416446686,0.1818181872367859,0.18181818181818182
188,/education/field_of_study/students_majoring./education/education/major_field_of_study,M-N,343,0,343,282,282,0.8221574344023324,0.8221574344023324,11,11,11,16,0.5259740224906376,0.6875,0.4375
189,/education/educational_degree/people_with_this_degree./education/education/student,1-N,260,0,260,0,0,0.0,0.0,27,27,27,32,0.5423280426434108,0.15625,0.0625
190,/location/us_county/county_seat,1-1,181,20,161,20,0,0.11049723756906077,0.0,2,2,2,4,1.0,0.0,0.0
191,/film/film/film_festivals,M-1,264,0,264,0,0,0.0,0.0,18,18,18,23,0.4880952366760799,0.3478260934352875,0.17391304347826086
192,/people/person/spouse_s./people/marriage/spouse,1-1,427,0,427,342,342,0.8009367681498829,0.8009367681498829,4,4,4,0,0.0,,
193,/film/film/runtime./film/film_cut/film_release_region,M-1,187,0,187,0,0,0.0,0.0,9,9,9,8,0.380952388048172,0.375,0.375
194,/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division,1-1,296,0,296,0,0,0.0,0.0,0,0,0,0,,,
195,/base/aareas/schema/administrative_area/administrative_area_type,M-1,156,0,156,0,0,0.0,0.0,20,20,20,40,0.9892857245036534,0.02500000037252903,0.025
196,/influence/influence_node/peers./influence/peer_relationship/peers,1-1,166,0,166,130,130,0.7831325301204819,0.7831325301204819,2,2,2,0,0.0,,
197,/government/governmental_body/members./government/government_position_held/legislative_sessions,M-N,101,0,101,0,0,0.0,0.0,12,12,12,24,1.0,0.0,0.0
198,/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language,M-N,208,0,208,0,0,0.0,0.0,21,21,21,40,0.8129251599311829,0.32499998807907104,0.175
199,/organization/organization/place_founded,M-1,104,0,104,0,0,0.0,0.0,16,16,16,17,0.3705357142857143,0.7058823704719543,0.4117647058823529
200,/base/eating/practicer_of_diet/diet,M-1,137,0,137,0,0,0.0,0.0,11,11,11,12,0.5129870176315308,0.0833333358168602,0.08333333333333333
201,/tv/tv_program/program_creator,1-1,144,0,144,0,0,0.0,0.0,2,2,2,0,0.0,,
202,/people/deceased_person/place_of_burial,M-1,142,0,142,0,0,0.0,0.0,9,9,9,9,0.4841269850730896,0.1111111119389534,0.1111111111111111
203,/film/film/release_date_s./film/film_regional_release_date/film_regional_debut_venue,M-1,246,0,246,0,0,0.0,0.0,20,20,20,23,0.42857142431395395,0.43478259444236755,0.30434782608695654
204,/ice_hockey/hockey_team/current_roster./sports/sports_team_roster/position,M-N,121,0,121,0,0,0.0,0.0,4,4,4,6,0.6071428571428571,0.3333333432674408,0.16666666666666666
205,/location/administrative_division/first_level_division_of,M-1,141,0,141,0,0,0.0,0.0,0,0,0,0,,,
206,/location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency,M-1,160,0,160,0,0,0.0,0.0,0,0,0,0,,,
207,/organization/organization/child./organization/organization_relationship/child,1-N,191,0,191,0,0,0.0,0.0,20,20,20,18,0.2857142857142857,0.5555555820465088,0.3333333333333333
208,/business/business_operation/assets./measurement_unit/dated_money_value/currency,M-1,181,0,181,0,0,0.0,0.0,0,0,0,0,,,
209,/film/person_or_entity_appearing_in_film/films./film/personal_film_appearance/type_of_appearance,M-1,37,0,37,0,0,0.0,0.0,3,3,3,4,0.6428571598870414,0.25,0.25
210,/time/event/instance_of_recurring_event,M-1,109,0,109,0,0,0.0,0.0,11,11,11,22,0.8571428571428571,0.1818181872367859,0.18181818181818182
211,/tv/non_character_role/tv_regular_personal_appearances./tv/tv_regular_personal_appearance/person,1-N,90,0,90,0,0,0.0,0.0,7,7,7,8,0.5000000042574746,0.25,0.25
212,/film/actor/film./film/performance/special_performance_type,M-1,180,0,180,0,0,0.0,0.0,16,16,16,19,0.5491071428571429,0.10526315867900848,0.10526315789473684
213,/business/business_operation/operating_income./measurement_unit/dated_money_value/currency,M-1,198,0,198,0,0,0.0,0.0,0,0,0,0,,,
214,/people/ethnicity/languages_spoken,M-N,192,0,192,0,0,0.0,0.0,29,29,29,49,0.6108374340193612,0.5510203838348389,0.24489795918367346
215,/base/americancomedy/celebrity_impressionist/celebrities_impersonated,1-N,121,0,121,0,0,0.0,0.0,8,8,8,8,0.4375,0.375,0.25
216,/medicine/symptom/symptom_of,M-N,154,1,153,1,0,0.006493506493506494,0.0,31,31,31,54,0.7396313292639596,0.35185185074806213,0.2222222222222222
217,/education/university/fraternities_and_sororities,M-1,131,0,131,0,0,0.0,0.0,21,21,21,31,0.6224489893232074,0.25806450843811035,0.16129032258064516
218,/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to,M-N,172,0,172,62,62,0.36046511627906974,0.36046511627906974,13,13,13,6,0.09340659635407585,0.8333333134651184,0.6666666666666666
219,/location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency,M-1,220,0,220,0,0,0.0,0.0,4,4,4,4,0.5,0.0,0.0
220,/travel/travel_destination/how_to_get_here./travel/transportation/mode_of_transportation,M-N,146,0,146,0,0,0.0,0.0,20,20,20,40,0.9785714319774083,0.125,0.125
221,/location/country/official_language,M-1,225,0,225,0,0,0.0,0.0,16,16,16,20,0.4732142857142857,0.44999998807907104,0.2
222,/location/location/partially_contains,M-1,133,0,133,0,0,0.0,0.0,13,13,13,20,0.6153846212795803,0.550000011920929,0.3
223,/film/film/film_art_direction_by,M-1,101,0,101,0,0,0.0,0.0,3,3,3,6,0.8809523752757481,0.3333333432674408,0.16666666666666666
224,/people/person/spouse_s./people/marriage/location_of_ceremony,M-1,251,0,251,0,0,0.0,0.0,35,35,35,21,0.17551020852157048,0.6666666865348816,0.38095238095238093
225,/education/university/international_tuition./measurement_unit/dated_money_value/currency,M-1,117,0,117,0,0,0.0,0.0,0,0,0,0,,,
226,/organization/organization_founder/organizations_founded,1-1,137,0,137,0,0,0.0,0.0,9,9,9,8,0.26984127717358725,0.625,0.5
227,/film/film/dubbing_performances./film/dubbing_performance/actor,M-N,114,0,114,0,0,0.0,0.0,8,8,8,14,0.625,0.5,0.2857142857142857
228,/dataworld/gardening_hint/split_to,1-1,99,36,63,38,2,0.3838383838383838,0.031746031746031744,10,10,10,14,0.699999988079071,0.0,0.0
229,/medicine/disease/risk_factors,M-N,162,0,162,0,0,0.0,0.0,13,13,13,15,0.5219780291829791,0.2666666805744171,0.13333333333333333
230,/film/film/prequel,1-1,180,0,180,2,2,0.011111111111111112,0.011111111111111112,18,18,18,33,0.8214285629136222,0.27272728085517883,0.21212121212121213
231,/base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months,M-N,108,0,108,90,90,0.8333333333333334,0.8333333333333334,3,3,3,6,1.0,0.0,0.0
232,/film/actor/dubbing_performances./film/dubbing_performance/language,M-1,112,0,112,0,0,0.0,0.0,12,12,12,14,0.5357142857142857,0.1428571492433548,0.14285714285714285
233,/broadcast/content/artist,1-N,102,0,102,0,0,0.0,0.0,14,14,14,18,0.6122449040412903,0.0555555559694767,0.05555555555555555
234,/location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency,M-1,149,0,149,0,0,0.0,0.0,0,0,0,0,,,
235,/music/instrument/family,M-1,100,1,99,1,0,0.01,0.0,6,6,6,5,0.29761904903820585,0.4000000059604645,0.4
236,/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office,M-1,106,0,106,0,0,0.0,0.0,9,9,9,12,0.3888888955116272,0.5833333134651184,0.3333333333333333
